year,state,type,parameter,Steinkohle (roh),Steinkohle (Briketts),Steinkohle (Koks),Steinkohle (sonstige),Braunkohle (roh),Braunkohle (Briketts),Braunkohle (sonstige),Erdöl,Rohbenzin,Ottokraftstoffe,Dieselkraftstoffe,Flugturbinenkraftstoffe,Heizöl (leicht),Heizöl (schwer),Petrolkoks,Mineralölprodukte (sonstige),Flüssiggas,Raffineriegas,"Kokereigas, Stadtgas","Gichtgas, Konvertergas",Erdgas,Grubengas,"Klärgas, Deponiegas",Wasserkraft,Windkraft,Solarenergie,Biomasse,Biotreibstoff,Abfälle (biogen),EE (sonstige),Strom,Kernenergie,Fernwärme,Abfälle (nicht biogen),andere Energieträger,Insgesamt
2013,NW,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,31935.6,,72419,,0,104354.6
2013,NW,output,Heizwerke,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,0,,47899,,0,47899
2013,NW,output,Umwandlungsausstoß insgesamt,0,0,164479.65,20083,0,24171.9,82351,0,182864,143604.814,309870.48,82860.8,184567.13,70314.363,17359.296,64941.288,35817.641,54449.328,38241.654,106227.0,0,0.0,0,0,0,0,14289,,,0,650473.2,,120454,,0,2367419.544
2013,NW,tender,Energieangebot nach Umwandlungsbilanz,83769,10.801944,24724.95,20991,3505.01099999994,5417.5,31200,0,270600,152661.758,288466.69104,55682.8,173947.026,90767.25,5817.88,25123.272,164007.093,39760.071,14522.552,36200.0,581065.912,0.0,107.664000000001,0,0,2448,58092,,,4727,431449.2,,104618,,14844,2684526.431984
2013,NW,usage,Endenergieverbrauch,83660,10.801944,24732.1125,0,1517,8077,29105,0,0,152661.758,288465.53112,55682.8,146240.545,10851.729,3647.968,553.028,19679.012,32049.288,11003.872,36200.0,566148.744,0.0,3,0,0,2448,58092,,,4727,431449.2,,106010,,14844,2087859.389564
2014,NW,primary,Primärenergieverbrauch im Inland,809715,9.4203,-19482,17086,845920.361,-11662.4,-45671,1320150.74,288992,11408.266,-24787.92,-31757.6,6680.388,39534.18,6258.152,77621.43,142396.963,0,0,0.0,686365.638,10923.902,7715.92,1748,19121,15179,128379,,,5386,-85032,,0,,56145,4278343.4403
2014,NW,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),492081,0,0,,731124.713,807.7,1953,0,0,0,0,0,2826.318,40.341,62.896,829.542,0,0,3390.728,14716.0,28145.6,0.0,143.552,0,0,0,13276,,,0,0,,513,,14460,1304370.39
2014,NW,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),44622,0,0,,6921.076,315.2,1418,0,0,0,0,0,85.646,1492.617,0,39.502,0,0,31.988,203.0,50556.534,0.0,287.104,0,0,0,11598,,,0,0,,5,,11882,129457.667
2014,NW,input,Heizwerke,8961,0,0,,960.254,0,49,0,0,0,0,0,214.115,0,0,1027.052,0,0,751.718,179.0,18927.916,0.0,179.44,0,0,0,5795,,,0,0,,1794,,3505,42343.495
2014,NW,input,Umwandlungseinsatz insgesamt,721757,0,101421,12819,837423.019,3112.6,5876,1320150.74,190872,0,0,0,3211.725,9601.158,13774.224,1896.096,3126.572,1593.849,13163.062,43019.0,122081.54,10476.07,6782.832,1748,19121,12551,90983,,,0,795.6,,3002,,39522,3589880.087
2014,NW,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,500806.8,,0,,0,500806.8
2014,NW,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,28051.2,,65124,,0,93175.2
2014,NW,output,Heizwerke,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,0,,35707,,0,35707
2014,NW,output,Umwandlungsausstoß insgesamt,0,0,137147.55,21636,0,20113.7,82069,0,189684,143125.841,317775.12,86242,168123.098,72936.528,17202.056,66955.89,31955.405,52726.248,33475.442,106227.0,0,0.0,0,0,0,0,14011,,,0,631447.2,,115637,,0,2308490.078
2014,NW,tender,Energieangebot nach Umwandlungsbilanz,87858,9.4203,16244.55,25903,1576.26600000018,5141.7,30448,0,287804,154534.107,292987.1987112,54484.4,150565.668,89153.61,9685.984,142681.224,171133.838,38209.299,9820.316,36200.0,549648.386,0.0,71.7760000000006,0,0,2628,51037,,,5386,441633.6,,98758,,13268,2766871.3430112
2014,NW,usage,Endenergieverbrauch,87765,9.4203,16162.63965,0,1277.319,7308.7,27776,0,0,154534.107,292988.7070368,54484.4,122816.364,8935.5315,7233.04,869.044,15816.776,34806.216,11595.65,36200.0,537405.05,0.0,71.776,0,0,2628,51037.4,,,5386,441633.6,,102051,,13118,2033909.7404868
2012,RP,primary,Primärenergieverbrauch im Inland,1979.231619,–,341.75726,,,1093.99958,2791.82181,–,71535.86,49021.6003132619,68988.7118621591,6037.21367453083,48819.9667658738,2809.71133,1349.19817,9804.23297886934,12729.3101376062,,,,229053.369805072,,1377.57813043478,3325.8440988,9572.837832,5637.434076,45411.3544806777,,,2282.1257558511,39638.0340211184,,–,12241.56175,4816.87250365919,630659.627954914
2012,RP,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),–,–,–,,,–,–,–,–,–,–,–,0.218,–,–,–,–,,,,14872.83649,,–,–,–,–,3043.80495,,,465.6336,–,,1350.75169,1877.55328,–,21610.79801
2012,RP,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),1082.8142,–,–,,,–,–,–,–,–,–,–,17.18313,–,–,–,–,,,,10354.78001,,118.242,–,–,–,4530.82257,,,–,–,,1686.10823,1762.38281,–,19552.33295
2012,RP,input,Heizwerke,–,–,–,,,–,397.355,–,–,–,–,–,374.708,–,–,–,–,,,,2801.12382,,–,–,–,–,2701.19652,,,10.7884,–,,–,1852.0675,–,8137.23924
2012,RP,input,Umwandlungseinsatz insgesamt,1316.53888027852,–,–,,,–,397.355,–,–,–,–,–,4328.67734559222,–,–,416.036550288462,–,,,,69591.0450259261,,1098.04721582618,3325.8440988,9572.837832,4341.434076,17222.3939693784,,,476.422,–,,5223.41687270264,6304.98921000876,1787.19806125932,125402.236138061
2012,RP,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,10725.248304,,–,–,–,10725.248304
2012,RP,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,5307.62184,,8893.215828,–,–,14200.837668
2012,RP,output,Heizwerke,–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,–,,7011.924048,–,–,7011.924048
2012,RP,output,Umwandlungsausstoß insgesamt,–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,63687.1508124856,,15905.139876,–,–,79592.2906884856
2012,RP,tender,Energieangebot nach Umwandlungsbilanz,662.692738721481,–,341.75726,,,1093.99958,2394.46681,–,71535.86,49021.6003132619,68988.7118621591,6037.21367453083,44483.0984902816,2809.71133,1349.19817,9388.19642858088,12729.3101376062,,,,159126.729255495,,71.8039146086049,–,–,1296,28188.9605112993,,,1805.7037558511,100425.6441,,8844.88132329736,5936.57253999124,3029.67444239986,579561.786638084
2012,RP,usage,Endenergieverbrauch,606.749388721481,–,320.80265,,,1093.99958,2394.46681,–,–,49021.6003132619,68988.7118621591,6037.21367453083,44481.7222702816,416.31553,286.43182,33.0275854675766,4041.98342760615,,,,123583.200425495,,71.8039146086049,–,–,1296,28188.9605112993,,,1805.7037558511,100425.6441,,9919.44384729736,5936.57253999124,3029.67444239986,451980.028448971
2013,RP,primary,Primärenergieverbrauch im Inland,2824.24338,–,283.91301,,,1036.430498,2601.37533,–,70790.016,47801.8260794458,71508.46184603,5531.93638015136,53925.2185992175,365.86943,1472.7774,11420.9580938963,13589.9165495494,,,,242412.846830323,,1262.7509826087,4521.806568,10950.899364,6401.07198,47719.5873318744,,,3037.9013933818,36853.7898762569,,–,13691.10214,4735.31975640874,654740.018819143
2013,RP,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),–,–,–,,,–,–,–,–,–,–,–,0.436,–,–,–,–,,,,15139.90582,,–,–,–,–,4252.4405,,,1034.158,–,,1384.828,3063.21718,–,24874.9855
2013,RP,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),1279.7091,–,–,,,–,–,–,–,–,–,–,0.87887,–,–,–,–,,,,10847.92302,,129.329,–,–,–,4733.744555,,,11.91,–,,1672.43606,1406.445395,–,20082.376
2013,RP,input,Heizwerke,3.0177,–,–,,,–,395.301,–,–,–,–,–,244.01542,–,–,–,1.831,,,,2832.07788,,–,–,–,–,2898.304395,,,18.938,–,,–,2326.164625,–,8719.65002
2013,RP,input,Umwandlungseinsatz insgesamt,1807.86767023251,–,–,,,–,395.301,–,–,–,–,–,5915.00500738481,–,–,447.032585192308,1.831,,,,73662.1005185409,,1058.3429826087,4521.806568,10950.899364,5105.07198,18502.8977770808,,,1065.0132,–,,5477.77582234575,7555.63111042649,1224.64852430038,137691.225110113
2013,RP,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,10856.716884,,–,–,–,10856.716884
2013,RP,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,5396.145516,,9065.071764,–,–,14461.21728
2013,RP,output,Heizwerke,–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,–,,6643.44846,–,–,6643.44846
2013,RP,output,Umwandlungsausstoß insgesamt,–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,0.993695034151744,,–,–,–,–,–,,,–,69619.0126465087,,15708.520224,–,–,85328.5265655429
2013,RP,tender,Energieangebot nach Umwandlungsbilanz,1016.37570976749,–,283.91301,,,1036.430498,2206.07433,–,70790.016,47801.8260794458,71508.46184603,5531.93638015136,48001.1090818327,365.86943,1472.7774,10973.925508704,13588.0855495494,,,,168330.061236169,,66.5970412202915,–,–,1296,29216.6895547936,,,1972.8881933818,103473.7350444,,9050.14502965425,6135.47102957351,3510.67123210836,597629.059184782
2013,RP,usage,Endenergieverbrauch,411.97064976749,–,283.91301,,,1036.430498,2206.07433,–,–,47801.8260794458,71508.46184603,5531.93638015136,47999.8071618327,365.86943,503.69214,27.9585846943621,3951.18256954936,,,,129361.690176169,,66.5970412202915,–,–,1296,29216.6895547936,,,1972.8881933818,103473.7350444,,10124.1958376543,6135.47102957351,3510.67123210836,466787.060788772
2014,RP,primary,Primärenergieverbrauch im Inland,1938.3478,–,305.34503,,,764.89516,2586.71245,–,69256,48225.673712808,74463.8124619739,4686.41549111409,42155.1356498057,354.39088,1438.09164,11071.5426558561,3574.39144261741,,,,214328.030798956,,1148.36967695652,3837.0096,12679.6032,7182.756,43599.518820687,,,3022.18428703347,39592.9938049569,,–,12794.46462,5661.4192,604667.104382766
2014,RP,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),–,–,–,,,–,–,–,–,–,–,–,0.104,–,–,–,–,,,,7496.83182,,–,–,–,–,3040.230505,,,851.05,–,,669.70162,2088.677505,–,14146.59545
2014,RP,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),988.8071,–,–,,,–,–,–,–,–,–,–,0.42472,–,–,–,–,,,,6880.39517,,–,–,–,–,5396.62959,,,–,–,,1699.08224,1457.32603,–,16422.66485
2014,RP,input,Heizwerke,–,–,–,,,–,374.939,–,–,–,–,–,192.39,–,–,–,–,,,,2542.30992,,–,–,–,–,2733.176835,,,5.451,–,,–,2085.919915,–,7934.18667
2014,RP,input,Umwandlungseinsatz insgesamt,1515.33924,–,–,,,–,374.939,–,–,–,–,–,515.164394092721,19.57047,–,451.380585721154,–,,,,63145.8879077617,,890.781086956522,3837.0096,12679.6032,5814.756,17911.3978571233,,,856.5046,–,,2966.37907,6443.67406,1807.51237,119229.899441655
2014,RP,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,6251.829768,,–,–,–,6251.829768
2014,RP,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,4037.675976,,7453.7766,–,–,11491.452576
2014,RP,output,Heizwerke,–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,–,,6260.7276,–,–,6260.7276
2014,RP,output,Umwandlungsausstoß insgesamt,–,–,–,,,–,–,–,–,–,–,–,–,–,–,–,–,,,,–,,–,–,–,–,–,,,–,64359.0512527418,,13714.5042,–,–,78073.5554527418
2014,RP,tender,Energieangebot nach Umwandlungsbilanz,423.00856,–,305.34503,,,764.89516,2211.77345,–,69256,48225.673712808,74463.8124619739,4686.41549111409,41632.177675713,334.82041,1438.09164,10620.1620701349,3574.39144261741,,,,150799.523482078,,101.03206,–,–,1368,25688.1209635637,,,2165.67968703347,100962.306,,8979.315746,6350.79056,3853.90683,558205.242433036
2014,RP,usage,Endenergieverbrauch,372.21275,–,305.34503,,,764.89516,2211.77345,–,–,48225.673712808,74463.8124619739,4686.41549111409,41632.047925713,334.82041,429.13161,20.5707058593005,3574.39144261741,,,,112585.539252078,,101.03206,–,–,1368,25688.1209635637,,,2165.67968703347,100962.306,,9976.08719,6350.79056,3853.90683,440072.552692761
2012,SL,primary,Primärenergieverbrauch im Inland,131993.356,38451.446,-2887.11,,379.002,305.578,,,,8795.629,15880.787,172,13252.551,584.115,5132.936,3078.348,531.126,,-0.0869999999995343,-0.396000000000186,32277.927,4987.904,117.224,343.483,967.061,1133.489,5878,,,,1915.15700000001,,0.0910000000003492,694.452,0,263984.069
2012,SL,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),66223.509,,,,,,,,,,,,171.706,377.736,,,,,,,,2423.454,,,,,394,,,,,,,409.98,,70000.385
2012,SL,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),4376.481,,,,18,,,,,,,,96.212,,,,,,,,2443.992,594.001,,,,,247,,,,,,,282.8,,8058.486
2012,SL,input,Heizwerke,5.875,,,,,,,,,,,,197.909,,,,,,,,1141.599,1898.353,,,,,144,,,,,,,1.672,,3389.408
2012,SL,input,Umwandlungseinsatz insgesamt,105003.055,20747.327,0,,18,0,,,,0,0,0,509.077,377.736,5132.936,118.398,0,,0,3774.855,4040.813,4915.808,53.39,343.483,967.061,881.489,2040,,,,0,,0,694.452,0,149617.88
2012,SL,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28673.77,,,,,28673.77
2012,SL,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861.839,,1671.862,,,5533.701
2012,SL,output,Heizwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768,,,2768
2012,SL,output,Umwandlungsausstoß insgesamt,0,26713.145,2887.11,,0,0,,,,0,0,0,0,0,0,0,0,,8358.065,20747.323,0,0.0,0,0,0,0,0,,,,36653.94,,4439.862,0,0,99799.445
2012,SL,tender,Energieangebot nach Umwandlungsbilanz,26990.301,44417.264,0,,361.002,305.578,,,,8795.629,15880.787,172,12729.906,206.379,0,2959.95,531.126,,6869.506,13138.623,28162.375,72.096,0,0,0,252,3838,,,,31237.42,,3865.072,0,0,200785.014
2012,SL,usage,Endenergieverbrauch,26990.301,44417.264,0,,361.002,305.578,,,,8795.629,15880.787,172,12726.668,206.379,0,0,524.729,,7140.506,13791.623,27984.61,72.096,0,0,0,252,3838,,,,31237.42,,4332.072,0,0,199028.664
2013,SL,primary,Primärenergieverbrauch im Inland,159949.957,27625.361,-3164.888,,813.549,303.57,,,,8496.885,16522.016,171.2,14022.976,437.127,7120.808,2210.096,536.154,,-0.201000000000931,0.0869999999977154,32461.525,5399.445,127.812,444.193,1015.324,1316.804,6099,,,,-6159.28199999999,,0.318699999999808,568.238,0,276318.0747
2013,SL,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),78127.539,,,,73.918,,,,,,,,131.91,304.435,,,,,,,,2287.349,,,,,451,,,,,,,382.492,,81758.643
2013,SL,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),5954.881,,,,119.727,,,,,,,,22.639,,,,,,,,2023.205,598.491,,,,,270,,,,,,,140.725,,9129.668
2013,SL,input,Heizwerke,602.629,,,,,,,,,,,,108.129,,,,,,,7.362,1227.979,2457.887,,,,,323,,,,,,,45.021,,4772.007
2013,SL,input,Umwandlungseinsatz insgesamt,131439.041,21173.582,0,,193.645,0,,,,0,0,0,294.808,304.435,7120.808,118.398,0,,0,5197.296,3709.529,5343.727,62.065,444.193,1015.324,1010.804,2144,,,,0,,0,568.238,0,180139.893
2013,SL,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34164.238,,,,,34164.238
2013,SL,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4125.024,,2383.672,,,6508.696
2013,SL,output,Heizwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3336.757,,,3336.757
2013,SL,output,Umwandlungsausstoß insgesamt,0,34491.649,3164.888,,0,0,,,,0,0,0,0,0,0,0,0,,10843.906,21173.597,0,0.0,0,0,0,0,0,,,,42949.113,,5720.429,0,,118343.582
2013,SL,tender,Energieangebot nach Umwandlungsbilanz,28510.916,40943.428,0,,619.904,303.57,,,,8496.885,16522.016,171.2,13714.143,132.692,0,2091.698,536.154,,6912.705,12681.776,28671.111,55.718,0,0,0,306,3955,,,,29234.065,,4638.0247,0,0,198497.0057
2013,SL,usage,Endenergieverbrauch,28510.916,40943.428,0,,619.904,303.57,,,,8496.885,16522.016,171.2,13713.846,132.692,0,0,524.671,,6812.705,12336.776,28487.054,55.718,0,0,0,306,3955,,,,29234.065,,4458.0247,0,0,195584.4707
2014,SL,primary,Primärenergieverbrauch im Inland,136162.556,31403.347,-2763.798,,722.514,295.74,,,,8272.98,16453.341,128,12081.118,424.12,7467.369,2170.63,491.504,,-0.209999999999127,0.324000000000524,30858.89,2443.751,111,376.2,1322.888,1498,6809.8,,,,-743.732000000004,,-0.0932000000002518,768,0,256754.2388
2014,SL,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),58678.9,,,,249.626,,,,,,,,107.506,286.84,,,,,,,463.831,54.951,,,,,993.8,,,,,,,501,,61336.454
2014,SL,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),219.7,,,,6.984,,,,,,,,15.568,,,,,,,,2302.539,813.94,,,,,247.1,,,,,,,216,,3821.831
2014,SL,input,Heizwerke,250.826,,,,,,,,,,,,43.03,,,,,,,5.604,966.317,1519.958,,,,,162.5,,,,,,,51,,2999.235
2014,SL,input,Umwandlungseinsatz insgesamt,103905.598,22971.914,0,,256.61,0,,,,0,0,0,166.104,286.84,7467.369,118.398,0,,0,5723.604,5442.504,2388.849,71,376.2,1322.888,1192,2659.2,,,,0,,0,768,0,155117.078
2014,SL,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569.227,,,,,25569.227
2014,SL,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699.537,,3183,,,7882.537
2014,SL,output,Heizwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223.781,,,2223.781
2014,SL,output,Umwandlungsausstoß insgesamt,,35412.603,2763.798,,,,,,,,,,,,,,,,11611,22972.0,,,,,,,,,,,36522.152,,5406.781,,,114688.453
2014,SL,tender,Energieangebot nach Umwandlungsbilanz,32256.958,43844.036,0,,465.904,295.74,,,,8272.98,16453.341,128,11901.471,137.28,0,2052.232,491.504,,9169.79,13137.72,25334.386,54.902,0,0,0,306,4150.6,,,,28923.78,,4394.6878,0,0,201771.3118
2014,SL,usage,Endenergieverbrauch,32256.958,43844.036,0,,465.904,295.74,,,,8272.98,16453.341,128,11901.207,137.28,0,0,477.453,,9069.79,13137.72,25146.135,54.902,0,0,0,306,4150.6,,,,28923.78,,4220.6878,0,0,199242.5138
2012,SN,primary,Primärenergieverbrauch im Inland,502.661,0,1125.83,,274001.874,3643.683,2937.494,0,67408,30523.643,52110.48,24130.64,26269.827,83.94,825.296,-6493.245,6894.93,,,,128510.867,,896.698,861.217,6178.086,4518.526,36082.941,,,1257,-45474.977,,2505.92,,1830.74,621132.065
2012,SN,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,258853,,,,,,,,387.89,,0,,,,,,454.7,,0,,,0,5879.97,,,,,,,,1251.294,266826.854
2012,SN,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,15067,,305.586,,,,,,40.215,,0,,,,,,22854.504,,32.802,,,0,837.342,,,,,,,,25.249,39162.698
2012,SN,input,Heizwerke,31,,,,37.6,,448.628,,,,,,619.379,,0,,,,,,11006.877,,0,,,0,366.896,,,,,,,,5.703,12516.083
2012,SN,input,Umwandlungseinsatz insgesamt,126.823,0,0,,273957.6,0,856.964,0,13948,0,0,0,1486.659,0,0,0,45.965,,,,38659.172,,861.168,861.217,6178.086,3438.529,16991.687,,,0,5062.59,,18,,1471.246,363963.706
2012,SN,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,107255.722,,,,,107255.722
2012,SN,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,12781.076,,18700,,,31481.076
2012,SN,output,Heizwerke,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,0,,11330,,,11330
2012,SN,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,,0,0,0,0,0,0,0,11687.841,919.12,,,,0,,0,0,0,0,0,,,0,140321.524,,30030,,0,182958.485
2012,SN,tender,Energieangebot nach Umwandlungsbilanz,375.838,0,1125.83,,44.274,3643.683,2080.53,,53460,30523.643,52110.48,24130.64,24772.648,83.94,825.296,5194.596,7768.085,,,,89825.178,,,0,0,1079.996,19091.254,,,1257,79134.53,,27594.92,,359.494,424481.858
2012,SN,usage,Endenergieverbrauch,375.852,0,835.3,,44.253,3643.599,2075.297,,0,30523.643,52110.481,24130.64,24130.335,84,0,0,4042.541,,,,89398.754,,,0,0,1079.996,19091.254,,,1257,79134.53,,27594.923,,357.429,359909.828
2013,SN,primary,Primärenergieverbrauch im Inland,489.362,0,1080.181,,295002.934,3923.492,3142.671,0,71477.34,30480.1,54387.36,23582.8,26827.325,28.198,852.919,-7268.368,5471.501,,,,132772.464,,909.94,1133.42,5612.429,5293.073,39222.079,,,1358,-59299.866,,2436.247,,1675.571,640591.172
2013,SN,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,276979.749,,,,,,,,496.144,,,,,,,,725.634,,0,,,0,5155.24,,,,,,,,1052.544,284409.311
2013,SN,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,17950.742,,289.573,,,,,,59.852,,,,,,,,25020.554,,22.681,,,0,3165.964,,,,,,,,25.131,46534.498
2013,SN,input,Heizwerke,36.928,,,,22.2,,483.43,,,,,,541.435,,,,,,,,8997.08,,0,,,0,297.18,,,,,,,,4.236,10382.489
2013,SN,input,Umwandlungseinsatz insgesamt,101.643,0,0,,294952.691,0,873.452,0,14432,0,0,0,1174.365,0,0,237.012,45.995,,,,40218.25,,867.592,1133.42,5612.429,4249.073,19257.488,,,0,4849.589,,17.51,,1276.489,389298.998
2013,SN,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,117249.224,,,,,117249.224
2013,SN,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,15240.539,,21980,,,37220.539
2013,SN,output,Heizwerke,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,0,,9488,,,9488
2013,SN,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,12245.62,827.622,,,,0,,0,0,0,0,0,,,0,153858.578,,31468,,0,198399.82
2013,SN,tender,Energieangebot nach Umwandlungsbilanz,387.719,0,1080.181,,50.243,3923.492,2269.219,0,57045.34,30480.1,54387.36,23582.8,25641.969,28.198,852.919,4740.24,6253.128,,,,92526.667,,,0,0,1044,19964.591,,,1358,78022.386,,29146.952,,399.082,433184.586
2013,SN,usage,Endenergieverbrauch,387.704,0,863.429,,50.253,3923.489,2264.172,0,0,30480.1,54387.36,23582.8,25213.744,28.201,0,0,4187.392,,,,92227.338,,,0,0,1044,19964.58,,,1358,78022.386,,29146.95,,394.895,367526.792
2014,SN,primary,Primärenergieverbrauch im Inland,497.579,0,1150.081,,293015,2957.974,3435.33,0,76728.212,30566.484,55460.069,23540,21772.815,94.161,845.318,-7307.685,3031.86,,,,123670.634,,991.585,701.06,5676.635,6255.806,38236.229,,,1588.2,-59108.389,,2154.387,,1681.08,627634.425
2014,SN,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,278732.527,,,,,,,,458.199,,,,,,,,302.843,,0,,,0,5829.171,,,,,,,,1073.12,286395.86
2014,SN,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,14143.004,,261.622,,,,,,42.032,,,,,,,,23753.808,,12.991,,,0,3467.056,,,,,,,,25.316,41705.829
2014,SN,input,Heizwerke,32.034,,,,73,,560.456,,,,,,374.131,,,,0.847,,,,7076.376,,0,,,0,336.987,,,,,,,,4.853,8458.684
2014,SN,input,Umwandlungseinsatz insgesamt,93.191,0,0,,292948.531,0,942.281,0,15356,0,0,0,1052.355,0,0,237.006,47.247,,,,40641.178,,914.354,701.06,5676.635,5103.806,20527.037,,,0,4448.61,,14.885,,1286.41,389990.587
2014,SN,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,117697.565,,,,,117697.565
2014,SN,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,13324.133,,19621,,,32945.133
2014,SN,output,Heizwerke,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,0,,7655,,,7655
2014,SN,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,12956.328,965.79,,,,0,,0,0,0,0,0,,,0,154272.337,,27276,,0,195470.455
2014,SN,tender,Energieangebot nach Umwandlungsbilanz,404.388,0,1150.081,,66.469,2957.974,2493.049,0,61372.212,30566.484,55459.069,23540,20709.512,94.161,845.318,5411.637,3950.403,,,,83005.639,,27.275,0,0,1152,17709.192,,,1588.2,79092.652,,25133.173,,394.67,417123.556
