gid,st_x,st_y
1146131,17.764,60.084999
1146132,17.813999,60.303001
1146133,17.864,60.521999
1146134,17.915001,60.740002
1146135,17.966,60.959
1146136,18.018,61.176998
1146137,18.070999,61.396
1146138,18.124001,61.615002
1146139,18.179001,61.833
1146140,18.233999,62.050999
1146141,18.290001,62.27
1146142,18.347,62.487999
1146143,18.403999,62.707001
1146144,18.462999,62.924999
1146145,18.521999,63.143002
1146146,18.582001,63.362
1146147,18.643,63.580002
1146148,18.705,63.798
1146149,18.768,64.016998
1146150,18.832001,64.235001
1146151,18.896999,64.453003
1146152,18.962999,64.670998
1146153,19.031,64.889
1146154,19.099001,65.107002
1146155,19.167999,65.324997
1146156,19.239,65.542999
1146157,19.311001,65.762001
1146158,19.384001,65.978996
1146159,19.458,66.196999
1146160,19.533001,66.415001
1146161,19.610001,66.633003
1146162,19.688,66.850998
1146163,19.768,67.069
1146164,19.849001,67.287003
1146165,19.931999,67.503998
1146166,20.016001,67.722
1146167,20.101,67.939003
1146168,20.188999,68.156998
1146169,20.278,68.375
1146170,20.368,68.592003
1146171,20.461,68.808998
1146172,20.555,69.027
1146173,20.650999,69.244003
1146174,20.749001,69.460999
1146175,20.849001,69.679001
1146176,20.951,69.896004
1146177,21.056,70.112999
1146178,21.162001,70.330002
1146179,21.271,70.546997
1146180,21.382,70.764
1146181,21.496,70.981003
1146182,21.612,71.196999
1146183,21.73,71.414001
1146184,21.851999,71.630997
1146185,21.976,71.847
1146186,22.103001,72.064003
1146187,22.233,72.279999
1146188,22.365999,72.496002
1146189,22.503,72.711998
1146190,22.643,72.929001
1146191,22.785999,73.144997
1146192,22.933001,73.360001
1146193,23.083,73.575996
1146194,23.238001,73.792
1146195,23.396,74.007004
1146196,23.559,74.223
1146197,23.726,74.438004
1146198,23.898001,74.653
1146199,24.075001,74.867996
1146200,24.256001,75.083
1146201,24.443001,75.297997
1146202,24.635,75.513
1146203,24.833,75.726997
1146204,25.035999,75.941002
1146205,25.246,76.155998
1146206,25.462,76.369003
1146207,25.684999,76.583
1146208,25.915001,76.796997
1146209,26.153,77.010002
1146210,26.398001,77.223
1146211,26.652,77.435997
1146212,26.914,77.649002
1146213,27.184999,77.861
1146214,27.466,78.072998
1146215,27.756001,78.285004
1146216,28.056999,78.496002
1146217,28.370001,78.708
1146218,28.694,78.917999
1146219,29.030001,79.128998
1146220,29.379,79.338997
1146221,29.743,79.549004
1146222,30.121,79.758003
1146223,30.514999,79.967003
1146224,30.924999,80.175003
1146225,31.351999,80.383003
1146226,31.799,80.589996
1146227,32.264999,80.796997
1147000,14.403,31.351
1147001,14.42,31.57
1147002,14.438,31.790001
1147003,14.456,32.008999
1147004,14.474,32.229
1147005,14.492,32.448002
1147006,14.51,32.667999
1147007,14.528,32.887001
1147008,14.547,33.106998
1147009,14.565,33.326
1147010,14.584,33.546001
1147011,14.602,33.764999
1147012,14.621,33.985001
1147013,14.64,34.203999
1147014,14.659,34.423
1147015,14.678,34.643002
1147016,14.697,34.862
1147017,14.716,35.082001
1147018,14.735,35.300999
1147019,14.755,35.521
1147020,14.774,35.740002
1147021,14.794,35.959
1147022,14.813,36.179001
1147023,14.833,36.397999
1147024,14.853,36.618
1147025,14.873,36.837002
1147026,14.893,37.056999
1147027,14.914,37.276001
1147028,14.934,37.494999
1147029,14.955,37.715
1147030,14.975,37.933998
1147031,14.996,38.153999
1147032,15.017,38.373001
1147033,15.038,38.591999
1147034,15.059,38.812
1147035,15.08,39.030998
1147036,15.102,39.25
1147037,15.123,39.470001
1147038,15.145,39.688999
1147039,15.167,39.909
1147040,15.189,40.127998
1147041,15.211,40.347
1147042,15.233,40.567001
1147043,15.256,40.785999
1147044,15.278,41.005001
1147045,15.301,41.224998
1147046,15.324,41.444
1147047,15.347,41.662998
1147048,15.37,41.882999
1147049,15.393,42.102001
1147050,15.417,42.320999
1147051,15.44,42.541
1147052,15.464,42.759998
1147053,15.488,42.979
1147054,15.512,43.198002
1147055,15.537,43.417999
1147056,15.561,43.637001
1147057,15.586,43.855999
1147058,15.611,44.076
1147059,15.636,44.294998
1147060,15.661,44.514
1147061,15.687,44.733002
1147062,15.712,44.952999
1147063,15.738,45.172001
1147064,15.764,45.390999
1147065,15.79,45.610001
1147066,15.817,45.828999
1147067,15.843,46.049
1147068,15.87,46.268002
1147069,15.897,46.487
1147070,15.925,46.706001
1147071,15.952,46.925999
1147072,15.98,47.145
1147073,16.007999,47.363998
1147074,16.035999,47.583
1147075,16.063999,47.801998
1147076,16.093,48.021
1147077,16.122,48.241001
1147078,16.150999,48.459999
1147079,16.181,48.679001
1147080,16.209999,48.897999
1147081,16.24,49.117001
1147082,16.27,49.335999
1147083,16.301001,49.555
1147084,16.332001,49.773998
1147085,16.363001,49.993
1147086,16.393999,50.213001
1147087,16.426001,50.431999
1147088,16.458,50.651001
1147089,16.49,50.869999
1147090,16.521999,51.089001
1147091,16.555,51.307999
1147092,16.587999,51.527
1147093,16.622,51.745998
1147094,16.655001,51.965
1147095,16.690001,52.183998
1147096,16.724001,52.403
1147097,16.759001,52.622002
1147098,16.794001,52.841
1147099,16.829,53.060001
1147100,16.865,53.278999
1147101,16.900999,53.498001
1147102,16.938,53.716999
1147103,16.975,53.935001
1147104,17.011999,54.153999
1147105,17.049999,54.373001
1147106,17.087999,54.591999
1147107,17.127001,54.811001
1147108,17.166,55.029999
1147109,17.205,55.249001
1147110,17.245001,55.467999
1147111,17.285999,55.686001
1147112,17.326,55.904999
1147113,17.368,56.124001
1147114,17.409,56.342999
1147115,17.452,56.561001
1147116,17.493999,56.779999
1147117,17.537001,56.999001
1147118,17.580999,57.217999
1147119,17.625,57.436001
1147120,17.67,57.654999
1147121,17.715,57.874001
1147122,17.761,58.091999
1147123,17.808001,58.311001
1147124,17.855,58.529999
1147125,17.902,58.748001
1147126,17.950001,58.966999
1147127,17.999001,59.185001
1147128,18.048,59.403999
1147129,18.099001,59.622002
1147130,18.149,59.841
1147131,18.201,60.058998
1147132,18.253,60.278
1147133,18.305,60.495998
1147134,18.358999,60.715
1147135,18.413,60.932999
1147136,18.468,61.152
1147137,18.524,61.369999
1147138,18.58,61.588001
1147139,18.638,61.806999
1147140,18.695999,62.025002
1147141,18.754999,62.243
1147142,18.815001,62.460999
1147143,18.875,62.68
1147144,18.937,62.897999
1147145,19.0,63.116001
1147146,19.063,63.334
1147147,19.128,63.551998
1147148,19.193001,63.77
1147149,19.259001,63.987999
1147150,19.327,64.206001
1147151,19.396,64.424004
1147152,19.465,64.641998
1147153,19.535999,64.860001
1147154,19.608,65.078003
1147155,19.681,65.295998
1147156,19.756001,65.514
1147157,19.830999,65.732002
1147158,19.908001,65.948997
1147159,19.986,66.167
1147160,20.066,66.385002
1147161,20.146999,66.601997
1147162,20.229,66.82
1147163,20.313,67.037003
1147164,20.399,67.254997
1147165,20.486,67.472
1147166,20.573999,67.690002
1147167,20.665001,67.906998
1147168,20.757,68.124001
1147169,20.85,68.342003
1147170,20.945999,68.558998
1147171,21.042999,68.776001
1147172,21.142,68.992996
1147173,21.243999,69.209999
1147174,21.347,69.427002
1147175,21.452,69.643997
1147176,21.559999,69.861
1147177,21.67,70.077003
1147178,21.782,70.293999
1147179,21.896,70.511002
1147180,22.013,70.726997
1147181,22.132999,70.944
1147182,22.254999,71.160004
1147183,22.379999,71.375999
1147184,22.507999,71.593002
1147185,22.639,71.808998
1147186,22.771999,72.025002
1147187,22.909,72.240997
1147188,23.049,72.457001
1147189,23.193001,72.671997
1147190,23.34,72.888
1147191,23.490999,73.103996
1147192,23.645,73.319
1147193,23.802999,73.533997
1147194,23.966,73.75
1147195,24.132999,73.964996
1147196,24.304001,74.18
1147197,24.479,74.393997
1147198,24.66,74.609001
1147199,24.844999,74.822998
1147200,25.035999,75.038002
1147201,25.232,75.251999
1147202,25.434,75.466003
1147203,25.641001,75.68
1147204,25.855,75.892998
1147205,26.075001,76.107002
1147206,26.302,76.32
1147207,26.535999,76.532997
1147208,26.777,76.746002
1147209,27.025999,76.959
1147210,27.283001,77.170998
1147211,27.549,77.383003
1147212,27.823999,77.595001
1147213,28.108,77.806
1147214,28.400999,78.017998
1147215,28.705999,78.227997
1147216,29.021,78.439003
1147217,29.348,78.649002
1147218,29.686001,78.859001
1147219,30.038,79.069
1147220,30.403,79.278
1147221,30.783001,79.486
1147222,31.177,79.694
1147223,31.587999,79.902
1147224,32.015999,80.109001
1147225,32.462002,80.316002
1147226,32.926998,80.521004
1147227,33.412998,80.726997
1148000,14.638,31.337
1148001,14.657,31.556
1148002,14.676,31.775999
1148003,14.695,31.995001
1148004,14.713,32.214001
1148005,14.732,32.433998
1148006,14.752,32.653
1148007,14.771,32.873001
1148008,14.79,33.091999
1148009,14.809,33.311001
1148010,14.829,33.530998
1148011,14.848,33.75
1148012,14.868,33.970001
1148013,14.888,34.188999
1148014,14.908,34.408001
1148015,14.928,34.627998
1148016,14.948,34.847
1148017,14.968,35.067001
1148018,14.988,35.285999
1148019,15.009,35.505001
1148020,15.029,35.724998
1148021,15.05,35.944
1148022,15.071,36.162998
1148023,15.092,36.382999
1148024,15.113,36.602001
1148025,15.134,36.820999
1148026,15.155,37.041
1148027,15.176,37.259998
1148028,15.198,37.479
1148029,15.22,37.699001
1148030,15.241,37.917999
1148031,15.263,38.137001
1148032,15.285,38.356998
1148033,15.307,38.576
1148034,15.33,38.794998
1148035,15.352,39.014999
1148036,15.375,39.234001
1148037,15.397,39.452999
1148038,15.42,39.673
1148039,15.443,39.891998
1148040,15.466,40.111
1148041,15.49,40.330002
1148042,15.513,40.549999
1148043,15.537,40.769001
1148044,15.56,40.987999
1148045,15.584,41.208
1148046,15.608,41.426998
1148047,15.633,41.646
1148048,15.657,41.865002
1148049,15.682,42.084999
1148050,15.706,42.304001
1148051,15.731,42.522999
1148052,15.756,42.742001
1148053,15.781,42.960999
1148054,15.807,43.181
1148055,15.833,43.400002
1148056,15.858,43.618999
1148057,15.884,43.838001
1148058,15.911,44.056999
1148059,15.937,44.277
1148060,15.963,44.495998
1148061,15.99,44.715
1148062,16.017,44.933998
1148063,16.044001,45.153
1148064,16.072001,45.372002
1148065,16.099001,45.591999
1148066,16.127001,45.811001
1148067,16.155001,46.029999
1148068,16.184,46.249001
1148069,16.212,46.467999
1148070,16.240999,46.687
1148071,16.27,46.905998
1148072,16.299,47.125
1148073,16.327999,47.345001
1148074,16.358,47.563999
1148075,16.388,47.783001
1148076,16.417999,48.001999
1148077,16.448999,48.221001
1148078,16.479,48.439999
1148079,16.51,48.659
1148080,16.542,48.877998
1148081,16.573,49.097
1148082,16.605,49.316002
1148083,16.636999,49.535
1148084,16.669001,49.754002
1148085,16.702,49.973
1148086,16.735001,50.192001
1148087,16.768,50.410999
1148088,16.802,50.630001
1148089,16.836,50.848999
1148090,16.870001,51.068001
1148091,16.905001,51.286999
1148092,16.938999,51.506001
1148093,16.975,51.724998
1148094,17.01,51.943001
1148095,17.046,52.161999
1148096,17.082001,52.381001
1148097,17.118999,52.599998
1148098,17.156,52.819
1148099,17.193001,53.037998
1148100,17.231001,53.257
1148101,17.268999,53.474998
1148102,17.308001,53.694
1148103,17.347,53.912998
1148104,17.386,54.132
1148105,17.426001,54.351002
1148106,17.466,54.569
1148107,17.507,54.787998
1148108,17.548,55.007
1148109,17.589001,55.226002
1148110,17.631001,55.444
1148111,17.673,55.662998
1148112,17.716,55.882
1148113,17.76,56.099998
1148114,17.804001,56.319
1148115,17.848,56.537998
1148116,17.893,56.756001
1148117,17.938,56.974998
1148118,17.983999,57.193001
1148119,18.031,57.411999
1148120,18.077999,57.630001
1148121,18.125999,57.848999
1148122,18.174,58.067001
1148123,18.223,58.285999
1148124,18.271999,58.504002
1148125,18.322001,58.723
1148126,18.372999,58.941002
1148127,18.424,59.16
1148128,18.476,59.377998
1148129,18.528999,59.596001
1148130,18.582001,59.814999
1148131,18.636,60.033001
1148132,18.691,60.250999
1148133,18.746,60.470001
1148134,18.802999,60.688
1148135,18.860001,60.905998
1148136,18.917999,61.124001
1148137,18.976,61.342999
1148138,19.035999,61.561001
1148139,19.096001,61.778999
1148140,19.157,61.997002
1148141,19.219,62.215
1148142,19.282,62.432999
1148143,19.346001,62.651001
1148144,19.410999,62.868999
1148145,19.476,63.087002
1148146,19.542999,63.305
1148147,19.611,63.522999
1148148,19.68,63.741001
1148149,19.75,63.959
1148150,19.820999,64.176003
1148151,19.893,64.393997
1148152,19.966,64.612
1148153,20.040001,64.830002
1148154,20.115999,65.046997
1148155,20.193001,65.264999
1148156,20.271,65.482002
1148157,20.351,65.699997
1148158,20.431999,65.917
1148159,20.514,66.135002
1148160,20.597,66.351997
1148161,20.683001,66.57
1148162,20.768999,66.787003
1148163,20.857,67.003998
1148164,20.947001,67.221001
1148165,21.038,67.439003
1148166,21.131001,67.655998
1148167,21.226,67.873001
1148168,21.323,68.089996
1148169,21.421,68.306999
1148170,21.521999,68.524002
1148171,21.624001,68.739998
1148172,21.728001,68.957001
1148173,21.834,69.174004
1148174,21.943001,69.390999
1148175,22.054001,69.607002
1148176,22.167,69.823997
1148177,22.282,70.040001
1148178,22.4,70.255997
1148179,22.52,70.473
1148180,22.643,70.689003
1148181,22.768,70.904999
1148182,22.896,71.121002
1148183,23.027,71.336998
1148184,23.160999,71.553001
1148185,23.299,71.767998
1148186,23.438999,71.984001
1148187,23.582001,72.198997
1148188,23.729,72.415001
1148189,23.879999,72.629997
1148190,24.034,72.845001
1148191,24.191999,73.059998
1148192,24.354,73.275002
1148193,24.52,73.489998
1148194,24.690001,73.705002
1148195,24.865,73.918999
1148196,25.044001,74.134003
1148197,25.228001,74.348
1148198,25.417,74.561996
1148199,25.611,74.776001
1148200,25.811001,74.989998
1148201,26.016001,75.203003
1148202,26.226999,75.417
1148203,26.445,75.629997
1148204,26.667999,75.843002
1148205,26.899,76.056
1148206,27.136,76.267998
1148207,27.381001,76.481003
1148208,27.632999,76.693001
1148209,27.893,76.904999
1148210,28.162001,77.115997
1148211,28.438999,77.327003
1148212,28.726,77.538002
1148213,29.023001,77.749001
1148214,29.329,77.959
1148215,29.646999,78.168999
1148216,29.975,78.378998
1148217,30.316,78.587997
1148218,30.669001,78.796997
1148219,31.035,79.004997
1148220,31.416,79.212997
1148221,31.811001,79.420998
1148222,32.221001,79.627998
1148223,32.648998,79.834
1148224,33.092999,80.040001
1148225,33.556999,80.245003
1148226,34.039001,80.449997
1148227,34.542999,80.653999
1149000,14.874,31.322001
1149001,14.893,31.541
1149002,14.913,31.761
1149003,14.933,31.98
1149004,14.953,32.199001
1149005,14.973,32.418999
1149006,14.993,32.638
1149007,15.013,32.856998
1149008,15.033,33.077
1149009,15.054,33.296001
1149010,15.074,33.514999
1149011,15.095,33.735001
1149012,15.115,33.953999
1149013,15.136,34.173
1149014,15.157,34.393002
1149015,15.178,34.612
1149016,15.199,34.831001
1149017,15.22,35.050999
1149018,15.242,35.27
1149019,15.263,35.488998
1149020,15.285,35.708
1149021,15.306,35.928001
1149022,15.328,36.146999
1149023,15.35,36.366001
1149024,15.372,36.585999
1149025,15.394,36.805
1149026,15.417,37.023998
1149027,15.439,37.243
1149028,15.462,37.463001
1149029,15.484,37.681999
1149030,15.507,37.901001
1149031,15.53,38.119999
1149032,15.553,38.34
1149033,15.577,38.558998
1149034,15.6,38.778
1149035,15.624,38.997002
1149036,15.647,39.216999
1149037,15.671,39.436001
1149038,15.695,39.654999
1149039,15.719,39.874001
1149040,15.744,40.094002
1149041,15.768,40.313
1149042,15.793,40.532001
1149043,15.817,40.750999
1149044,15.842,40.970001
1149045,15.867,41.189999
1149046,15.893,41.409
1149047,15.918,41.627998
1149048,15.944,41.847
1149049,15.97,42.066002
1149050,15.996,42.285
1149051,16.021999,42.505001
1149052,16.048,42.723999
1149053,16.075001,42.943001
1149054,16.101,43.161999
1149055,16.128,43.381001
1149056,16.155001,43.599998
1149057,16.183001,43.819
1149058,16.209999,44.037998
1149059,16.238001,44.257999
1149060,16.266001,44.477001
1149061,16.294001,44.695999
1149062,16.322001,44.915001
1149063,16.351,45.133999
1149064,16.379,45.353001
1149065,16.408001,45.571999
1149066,16.438,45.791
1149067,16.466999,46.009998
1149068,16.497,46.229
1149069,16.527,46.448002
1149070,16.556999,46.667
1149071,16.587,46.886002
1149072,16.618,47.105
1149073,16.649,47.324001
1149074,16.68,47.542999
1149075,16.712,47.762001
1149076,16.743,47.980999
1149077,16.775,48.200001
1149078,16.806999,48.418999
1149079,16.84,48.638
1149080,16.872999,48.856998
1149081,16.906,49.076
1149082,16.938999,49.294998
1149083,16.973,49.514
1149084,17.007,49.733002
1149085,17.041,49.951
1149086,17.076,50.169998
1149087,17.111,50.389
1149088,17.146,50.608002
1149089,17.181999,50.827
1149090,17.218,51.046001
1149091,17.254,51.264
1149092,17.290001,51.483002
1149093,17.327,51.702
1149094,17.365,51.921001
1149095,17.402,52.139999
1149096,17.440001,52.358002
1149097,17.479,52.577
1149098,17.518,52.796001
1149099,17.556999,53.014999
1149100,17.597,53.233002
1149101,17.636999,53.452
1149102,17.677,53.671001
1149103,17.718,53.889
1149104,17.759001,54.108002
1149105,17.801001,54.327
1149106,17.843,54.544998
1149107,17.886,54.764
1149108,17.929001,54.983002
1149109,17.972,55.201
1149110,18.016001,55.419998
1149111,18.061001,55.638
1149112,18.106001,55.856998
1149113,18.150999,56.075001
1149114,18.198,56.293999
1149115,18.243999,56.512001
1149116,18.291,56.730999
1149117,18.339001,56.949001
1149118,18.386999,57.167999
1149119,18.436001,57.386002
1149120,18.485001,57.604
1149121,18.535,57.823002
1149122,18.586,58.041
1149123,18.636999,58.258999
1149124,18.688999,58.478001
1149125,18.742001,58.695999
1149126,18.795,58.914001
1149127,18.849001,59.132999
1149128,18.903,59.351002
1149129,18.958,59.569
1149130,19.014,59.786999
1149131,19.070999,60.005001
1149132,19.128,60.223
1149133,19.187,60.442001
1149134,19.246,60.66
1149135,19.306,60.877998
1149136,19.365999,61.096001
1149137,19.427999,61.313999
1149138,19.49,61.532001
1149139,19.552999,61.75
1149140,19.617001,61.967999
1149141,19.681999,62.185001
1149142,19.747999,62.403
1149143,19.815001,62.620998
1149144,19.882999,62.839001
1149145,19.952,63.056999
1149146,20.021999,63.273998
1149147,20.093,63.492001
1149148,20.166,63.709999
1149149,20.239,63.926998
1149150,20.313,64.144997
1149151,20.389,64.362
1149152,20.466,64.580002
1149153,20.544001,64.796997
1149154,20.622999,65.014999
1149155,20.704,65.232002
1149156,20.785999,65.448997
1149157,20.868999,65.667
1149158,20.954,65.884003
1149159,21.040001,66.100998
1149160,21.127001,66.318001
1149161,21.216999,66.535004
1149162,21.306999,66.751999
1149163,21.4,66.969002
1149164,21.493999,67.185997
1149165,21.59,67.403
1149166,21.687,67.620003
1149167,21.785999,67.836998
1149168,21.888,68.054001
1149169,21.990999,68.269997
1149170,22.096001,68.487
1149171,22.202999,68.703003
1149172,22.312,68.919998
1149173,22.423,69.136002
1149174,22.537001,69.351997
1149175,22.653,69.569
1149176,22.771,69.785004
1149177,22.892,70.000999
1149178,23.014999,70.217003
1149179,23.141001,70.432999
1149180,23.268999,70.648003
1149181,23.400999,70.863998
1149182,23.535,71.080002
1149183,23.672001,71.294998
1149184,23.812,71.511002
1149185,23.955999,71.725998
1149186,24.103001,71.941002
1149187,24.253,72.155998
1149188,24.406,72.371002
1149189,24.563999,72.585999
1149190,24.725,72.801003
1149191,24.889999,73.014999
1149192,25.059,73.230003
1149193,25.233,73.444
1149194,25.410999,73.657997
1149195,25.593,73.872002
1149196,25.781,74.085999
1149197,25.973,74.300003
1149198,26.17,74.513
1149199,26.372999,74.725998
1149200,26.580999,74.940002
1149201,26.796,75.153
1149202,27.016001,75.364998
1149203,27.243,75.578003
1149204,27.476,75.790001
1149205,27.716,76.001999
1149206,27.964001,76.213997
1149207,28.219,76.426003
1149208,28.482,76.637001
1149209,28.753,76.848
1149210,29.033001,77.058998
1149211,29.322001,77.268997
1149212,29.621,77.478996
1149213,29.929001,77.689003
1149214,30.247999,77.898003
1149215,30.577999,78.107002
1149216,30.92,78.316002
1149217,31.274,78.524002
1149218,31.641001,78.732002
1149219,32.021999,78.939003
1149220,32.417,79.146004
1149221,32.827,79.351997
1149222,33.252998,79.557999
1149223,33.695,79.763
1149224,34.155998,79.968002
1149225,34.636002,80.171997
1149226,35.136002,80.375
1149227,35.657001,80.577003
1150000,15.109,31.306
1150001,15.13,31.525
1150002,15.15,31.745001
1150003,15.171,31.964001
1150004,15.192,32.182999
1150005,15.213,32.403
1150006,15.234,32.622002
1150007,15.255,32.841
1150008,15.276,33.060001
1150009,15.298,33.279999
1150010,15.319,33.499001
1150011,15.341,33.717999
1150012,15.362,33.938
1150013,15.384,34.157001
1150014,15.406,34.375999
1150015,15.428,34.595001
1150016,15.45,34.814999
1150017,15.472,35.034
1150018,15.495,35.252998
1150019,15.517,35.472
1150020,15.54,35.691002
1150021,15.563,35.910999
1150022,15.585,36.130001
1150023,15.608,36.348999
1150024,15.631,36.568001
1150025,15.655,36.787998
1150026,15.678,37.007
1150027,15.702,37.226002
1150028,15.725,37.445
1150029,15.749,37.664001
1150030,15.773,37.883999
1150031,15.797,38.103001
1150032,15.821,38.321999
1150033,15.846,38.541
1150034,15.87,38.759998
1150035,15.895,38.979
1150036,15.92,39.199001
1150037,15.945,39.417999
1150038,15.97,39.637001
1150039,15.995,39.855999
1150040,16.021,40.075001
1150041,16.046,40.293999
1150042,16.072001,40.513
1150043,16.098,40.731998
1150044,16.124001,40.952
1150045,16.15,41.171001
1150046,16.177,41.389999
1150047,16.204,41.609001
1150048,16.23,41.827999
1150049,16.257,42.047001
1150050,16.285,42.265999
1150051,16.312,42.485001
1150052,16.34,42.703999
1150053,16.367001,42.923
1150054,16.395,43.141998
1150055,16.424,43.361
1150056,16.452,43.580002
1150057,16.481001,43.799
1150058,16.509001,44.018002
1150059,16.538,44.237
1150060,16.568001,44.456001
1150061,16.597,44.674999
1150062,16.627001,44.894001
1150063,16.657,45.112999
1150064,16.687,45.332001
1150065,16.716999,45.550999
1150066,16.747999,45.77
1150067,16.778999,45.988998
1150068,16.809999,46.208
1150069,16.841,46.426998
1150070,16.872999,46.646
1150071,16.905001,46.865002
1150072,16.937,47.084
1150073,16.969,47.303001
1150074,17.002001,47.521999
1150075,17.035,47.741001
1150076,17.068001,47.959
1150077,17.101,48.178001
1150078,17.135,48.396999
1150079,17.169001,48.616001
1150080,17.204,48.834999
1150081,17.238001,49.054001
1150082,17.273001,49.271999
1150083,17.309,49.491001
1150084,17.344,49.709999
1150085,17.379999,49.929001
1150086,17.416,50.147999
1150087,17.452999,50.366001
1150088,17.49,50.584999
1150089,17.527,50.804001
1150090,17.565001,51.021999
1150091,17.603001,51.241001
1150092,17.641001,51.459999
1150093,17.68,51.679001
1150094,17.719,51.896999
1150095,17.757999,52.116001
1150096,17.798,52.334999
1150097,17.837999,52.553001
1150098,17.879,52.771999
1150099,17.92,52.990002
1150100,17.962,53.209
1150101,18.004,53.428001
1150102,18.046,53.646
1150103,18.089001,53.865002
1150104,18.132,54.083
1150105,18.176001,54.301998
1150106,18.219999,54.52
1150107,18.264,54.738998
1150108,18.309,54.957001
1150109,18.355,55.175999
1150110,18.400999,55.394001
1150111,18.448,55.612
1150112,18.495001,55.831001
1150113,18.542999,56.049
1150114,18.591,56.266998
1150115,18.639999,56.486
1150116,18.688999,56.703999
1150117,18.739,56.922001
1150118,18.789,57.140999
1150119,18.84,57.359001
1150120,18.892,57.577
1150121,18.944,57.794998
1150122,18.997,58.014
1150123,19.051001,58.231998
1150124,19.105,58.450001
1150125,19.16,58.667999
1150126,19.216,58.886002
1150127,19.271999,59.104
1150128,19.329,59.321999
1150129,19.386999,59.540001
1150130,19.445999,59.757999
1150131,19.504999,59.976002
1150132,19.565001,60.194
1150133,19.625999,60.411999
1150134,19.688,60.630001
1150135,19.750999,60.848
1150136,19.813999,61.066002
1150137,19.878,61.284
1150138,19.944,61.500999
1150139,20.01,61.719002
1150140,20.077,61.937
1150141,20.145,62.153999
1150142,20.214001,62.372002
1150143,20.284,62.59
1150144,20.355,62.806999
1150145,20.427,63.025002
1150146,20.5,63.242001
1150147,20.575001,63.459999
1150148,20.65,63.676998
1150149,20.726999,63.895
1150150,20.805,64.112
1150151,20.884001,64.329002
1150152,20.964001,64.545998
1150153,21.046,64.764
1150154,21.129,64.981003
1150155,21.212999,65.197998
1150156,21.299,65.415001
1150157,21.386,65.632004
1150158,21.474001,65.848999
1150159,21.563999,66.066002
1150160,21.656,66.282997
1150161,21.749001,66.5
1150162,21.844,66.716003
1150163,21.941,66.932999
1150164,22.039,67.150002
1150165,22.139,67.365997
1150166,22.240999,67.583
1150167,22.344999,67.799004
1150168,22.451,68.015999
1150169,22.558001,68.232002
1150170,22.667999,68.447998
1150171,22.780001,68.664001
1150172,22.893999,68.879997
1150173,23.01,69.096001
1150174,23.129,69.311996
1150175,23.25,69.528
1150176,23.372999,69.744003
1150177,23.5,69.959999
1150178,23.628,70.175003
1150179,23.76,70.390999
1150180,23.893999,70.606003
1150181,24.031,70.820999
1150182,24.171,71.036003
1150183,24.313999,71.251999
1150184,24.459999,71.467003
1150185,24.610001,71.681
1150186,24.763,71.896004
1150187,24.92,72.111
1150188,25.08,72.324997
1150189,25.243999,72.540001
1150190,25.413,72.753998
1150191,25.584999,72.968002
1150192,25.761,73.181999
1150193,25.941999,73.396004
1150194,26.128,73.609001
1150195,26.318001,73.822998
1150196,26.513,74.036003
1150197,26.712999,74.249001
1150198,26.919001,74.461998
1150199,27.129999,74.675003
1150200,27.347,74.887001
1150201,27.57,75.098999
1150202,27.799999,75.310997
1150203,28.035,75.523003
1150204,28.278,75.735001
1150205,28.528,75.945999
1150206,28.785999,76.156998
1150207,29.051001,76.367996
1150208,29.323999,76.578003
1150209,29.606001,76.789001
1150210,29.896999,76.999001
1150211,30.197001,77.208
1150212,30.507,77.417
1150213,30.827,77.625999
1150214,31.159,77.834999
1150215,31.500999,78.042999
1150216,31.856001,78.25
1150217,32.223,78.457001
1150218,32.603001,78.664001
1150219,32.997002,78.870003
1150220,33.405998,79.075996
1150221,33.830002,79.280998
1150222,34.271,79.485001
1150223,34.728001,79.689003
1150224,35.205002,79.891998
1150225,35.700001,80.095001
1150226,36.216,80.296997
1150227,36.752998,80.498001
1151000,15.344,31.290001
1151001,15.366,31.509001
1151002,15.388,31.728001
1151003,15.409,31.947001
1151004,15.431,32.167
1151005,15.453,32.386002
1151006,15.475,32.605
1151007,15.497,32.824001
1151008,15.519,33.042999
1151009,15.541,33.263
1151010,15.564,33.481998
1151011,15.586,33.701
1151012,15.609,33.919998
1151013,15.632,34.139
1151014,15.655,34.359001
1151015,15.678,34.577999
1151016,15.701,34.797001
1151017,15.724,35.015999
1151018,15.748,35.235001
1151019,15.771,35.455002
1151020,15.795,35.674
1151021,15.819,35.893002
1151022,15.842,36.112
1151023,15.866,36.331001
1151024,15.891,36.549999
1151025,15.915,36.769001
1151026,15.939,36.988998
1151027,15.964,37.208
1151028,15.989,37.426998
1151029,16.014,37.646
1151030,16.039,37.865002
1151031,16.063999,38.084
1151032,16.089001,38.303001
1151033,16.115,38.521999
1151034,16.139999,38.741001
1151035,16.166,38.959999
1151036,16.191999,39.18
1151037,16.218,39.398998
1151038,16.243999,39.618
1151039,16.271,39.837002
1151040,16.297001,40.056
1151041,16.323999,40.275002
1151042,16.351,40.493999
1151043,16.378,40.713001
1151044,16.406,40.931999
1151045,16.433001,41.151001
1151046,16.461,41.369999
1151047,16.489,41.589001
1151048,16.517,41.807999
1151049,16.545,42.027
1151050,16.573,42.245998
1151051,16.601999,42.465
1151052,16.631001,42.683998
1151053,16.66,42.903
1151054,16.688999,43.122002
1151055,16.719,43.341
