gid,st_x,st_y
1036220,-55.535999,69.750999
1036221,-56.062,69.875
1036222,-56.594002,69.998001
1036223,-57.132,70.120003
1036224,-57.675999,70.238998
1036225,-58.227001,70.357002
1036226,-58.784,70.473999
1036227,-59.347,70.587997
1037000,-11.002,28.454
1037001,-11.083,28.663
1037002,-11.163,28.871
1037003,-11.244,29.079
1037004,-11.325,29.287001
1037005,-11.407,29.496
1037006,-11.489,29.704
1037007,-11.571,29.912001
1037008,-11.654,30.120001
1037009,-11.737,30.327999
1037010,-11.82,30.535999
1037011,-11.904,30.743999
1037012,-11.988,30.952
1037013,-12.072,31.159
1037014,-12.157,31.367001
1037015,-12.242,31.575001
1037016,-12.327,31.782
1037017,-12.413,31.99
1037018,-12.5,32.196999
1037019,-12.586,32.404999
1037020,-12.673,32.612
1037021,-12.761,32.82
1037022,-12.849,33.027
1037023,-12.937,33.234001
1037024,-13.026,33.441002
1037025,-13.115,33.647999
1037026,-13.205,33.855
1037027,-13.295,34.062
1037028,-13.385,34.269001
1037029,-13.476,34.476002
1037030,-13.567,34.682999
1037031,-13.659,34.889
1037032,-13.751,35.096001
1037033,-13.844,35.301998
1037034,-13.937,35.508999
1037035,-14.031,35.715
1037036,-14.125,35.922001
1037037,-14.22,36.127998
1037038,-14.315,36.334
1037039,-14.411,36.540001
1037040,-14.507,36.745998
1037041,-14.604,36.952
1037042,-14.701,37.158001
1037043,-14.799,37.363998
1037044,-14.897,37.569
1037045,-14.996,37.775002
1037046,-15.095,37.980999
1037047,-15.195,38.186001
1037048,-15.296,38.390999
1037049,-15.397,38.597
1037050,-15.499,38.801998
1037051,-15.601,39.007
1037052,-15.704,39.212002
1037053,-15.807,39.417
1037054,-15.911,39.622002
1037055,-16.016001,39.826
1037056,-16.121,40.030998
1037057,-16.226999,40.236
1037058,-16.334,40.439999
1037059,-16.441,40.644001
1037060,-16.549,40.848999
1037061,-16.657,41.053001
1037062,-16.767,41.257
1037063,-16.877001,41.460999
1037064,-16.987,41.665001
1037065,-17.099001,41.868
1037066,-17.211,42.071999
1037067,-17.323,42.275002
1037068,-17.437,42.479
1037069,-17.551001,42.681999
1037070,-17.666,42.884998
1037071,-17.782,43.088001
1037072,-17.898001,43.291
1037073,-18.016001,43.493999
1037074,-18.134001,43.696999
1037075,-18.253,43.898998
1037076,-18.372,44.102001
1037077,-18.493,44.304001
1037078,-18.614,44.506001
1037079,-18.736,44.708
1037080,-18.858999,44.91
1037081,-18.983,45.112
1037082,-19.108,45.313999
1037083,-19.233999,45.514999
1037084,-19.360001,45.716999
1037085,-19.488001,45.917999
1037086,-19.615999,46.118999
1037087,-19.746,46.32
1037088,-19.875999,46.521
1037089,-20.007,46.722
1037090,-20.139999,46.922001
1037091,-20.273001,47.123001
1037092,-20.407,47.323002
1037093,-20.542,47.522999
1037094,-20.679001,47.723
1037095,-20.816,47.922001
1037096,-20.955,48.122002
1037097,-21.094,48.320999
1037098,-21.235001,48.521
1037099,-21.375999,48.720001
1037100,-21.518999,48.918999
1037101,-21.663,49.117001
1037102,-21.808001,49.316002
1037103,-21.955,49.514
1037104,-22.101999,49.712002
1037105,-22.250999,49.91
1037106,-22.400999,50.108002
1037107,-22.552,50.306
1037108,-22.705,50.502998
1037109,-22.858,50.700001
1037110,-23.013,50.896999
1037111,-23.17,51.094002
1037112,-23.327,51.290001
1037113,-23.486,51.487
1037114,-23.646999,51.682999
1037115,-23.809,51.879002
1037116,-23.972,52.074001
1037117,-24.136,52.27
1037118,-24.302999,52.465
1037119,-24.469999,52.66
1037120,-24.639,52.855
1037121,-24.809999,53.049
1037122,-24.982,53.243999
1037123,-25.156,53.438
1037124,-25.330999,53.631001
1037125,-25.507999,53.825001
1037126,-25.687,54.018002
1037127,-25.867001,54.210999
1037128,-26.049,54.403999
1037129,-26.233,54.596001
1037130,-26.417999,54.787998
1037131,-26.605,54.98
1037132,-26.794001,55.172001
1037133,-26.985001,55.362999
1037134,-27.177,55.554001
1037135,-27.372,55.744999
1037136,-27.568001,55.935001
1037137,-27.767,56.125
1037138,-27.966999,56.314999
1037139,-28.169001,56.504002
1037140,-28.374001,56.693001
1037141,-28.58,56.882
1037142,-28.789,57.07
1037143,-28.999001,57.257999
1037144,-29.212,57.445999
1037145,-29.427,57.632999
1037146,-29.643999,57.82
1037147,-29.864,58.007
1037148,-30.086,58.193001
1037149,-30.309999,58.379002
1037150,-30.535999,58.563999
1037151,-30.764999,58.749001
1037152,-30.997,58.933998
1037153,-31.23,59.118
1037154,-31.466999,59.301998
1037155,-31.705999,59.485001
1037156,-31.947001,59.667999
1037157,-32.191002,59.849998
1037158,-32.438,60.032001
1037159,-32.688,60.214001
1037160,-32.939999,60.395
1037161,-33.195,60.575001
1037162,-33.452999,60.755001
1037163,-33.714001,60.935001
1037164,-33.978001,61.113998
1037165,-34.244999,61.292999
1037166,-34.514999,61.471001
1037167,-34.787998,61.647999
1037168,-35.063999,61.825001
1037169,-35.344002,62.000999
1037170,-35.625999,62.176998
1037171,-35.911999,62.352001
1037172,-36.202,62.527
1037173,-36.493999,62.701
1037174,-36.791,62.874001
1037175,-37.09,63.047001
1037176,-37.393002,63.219002
1037177,-37.700001,63.389999
1037178,-38.011002,63.561001
1037179,-38.325001,63.730999
1037180,-38.643002,63.901001
1037181,-38.965,64.069
1037182,-39.291,64.237
1037183,-39.620998,64.404999
1037184,-39.955002,64.570999
1037185,-40.292999,64.737
1037186,-40.634998,64.902
1037187,-40.980999,65.066002
1037188,-41.332001,65.228996
1037189,-41.687,65.391998
1037190,-42.046001,65.554001
1037191,-42.41,65.713997
1037192,-42.778,65.874001
1037193,-43.151001,66.032997
1037194,-43.528999,66.192001
1037195,-43.911999,66.348999
1037196,-44.299,66.504997
1037197,-44.691002,66.660004
1037198,-45.088001,66.815002
1037199,-45.490002,66.968002
1037200,-45.896999,67.120003
1037201,-46.308998,67.271004
1037202,-46.727001,67.421997
1037203,-47.150002,67.570999
1037204,-47.577999,67.719002
1037205,-48.011002,67.864998
1037206,-48.450001,68.011002
1037207,-48.895,68.154999
1037208,-49.345001,68.299004
1037209,-49.800999,68.441002
1037210,-50.262001,68.582001
1037211,-50.73,68.721001
1037212,-51.202999,68.859001
1037213,-51.681999,68.996002
1037214,-52.167,69.132004
1037215,-52.658001,69.265999
1037216,-53.154999,69.398003
1037217,-53.658001,69.529999
1037218,-54.167999,69.658997
1037219,-54.683998,69.788002
1037220,-55.206001,69.914001
1037221,-55.734001,70.040001
1037222,-56.269001,70.163002
1037223,-56.810001,70.285004
1037224,-57.356998,70.405998
1037225,-57.910999,70.525002
1037226,-58.471001,70.641998
1037227,-59.037998,70.757004
1038000,-10.785,28.518
1038001,-10.864,28.726999
1038002,-10.944,28.936001
1038003,-11.024,29.143999
1038004,-11.105,29.353001
1038005,-11.186,29.561001
1038006,-11.267,29.768999
1038007,-11.348,29.978001
1038008,-11.43,30.186001
1038009,-11.512,30.393999
1038010,-11.595,30.601999
1038011,-11.678,30.811001
1038012,-11.761,31.018999
1038013,-11.845,31.226999
1038014,-11.929,31.434999
1038015,-12.013,31.643
1038016,-12.098,31.85
1038017,-12.183,32.057999
1038018,-12.268,32.265999
1038019,-12.354,32.473999
1038020,-12.441,32.681
1038021,-12.527,32.889
1038022,-12.614,33.096001
1038023,-12.702,33.304001
1038024,-12.79,33.511002
1038025,-12.878,33.719002
1038026,-12.967,33.925999
1038027,-13.056,34.132999
1038028,-13.146,34.34
1038029,-13.236,34.547001
1038030,-13.327,34.754002
1038031,-13.418,34.960999
1038032,-13.509,35.167999
1038033,-13.601,35.375
1038034,-13.693,35.582001
1038035,-13.786,35.787998
1038036,-13.88,35.994999
1038037,-13.973,36.201
1038038,-14.068,36.408001
1038039,-14.163,36.613998
1038040,-14.258,36.82
1038041,-14.354,37.027
1038042,-14.45,37.233002
1038043,-14.547,37.438999
1038044,-14.645,37.645
1038045,-14.743,37.851002
1038046,-14.841,38.056999
1038047,-14.94,38.262001
1038048,-15.04,38.467999
1038049,-15.14,38.674
1038050,-15.241,38.879002
1038051,-15.343,39.084
1038052,-15.445,39.290001
1038053,-15.547,39.494999
1038054,-15.651,39.700001
1038055,-15.754,39.904999
1038056,-15.859,40.110001
1038057,-15.964,40.314999
1038058,-16.07,40.52
1038059,-16.176001,40.723999
1038060,-16.283001,40.929001
1038061,-16.391001,41.132999
1038062,-16.499001,41.338001
1038063,-16.608,41.542
1038064,-16.718,41.745998
1038065,-16.827999,41.950001
1038066,-16.938999,42.153999
1038067,-17.051001,42.358002
1038068,-17.164,42.561001
1038069,-17.277,42.764999
1038070,-17.391001,42.969002
1038071,-17.506001,43.172001
1038072,-17.622,43.375
1038073,-17.738001,43.577999
1038074,-17.855,43.780998
1038075,-17.973,43.984001
1038076,-18.091999,44.187
1038077,-18.212,44.389999
1038078,-18.332001,44.591999
1038079,-18.452999,44.794998
1038080,-18.575001,44.997002
1038081,-18.698,45.199001
1038082,-18.822001,45.401001
1038083,-18.947001,45.603001
1038084,-19.073,45.805
1038085,-19.198999,46.006001
1038086,-19.327,46.208
1038087,-19.455,46.409
1038088,-19.584999,46.610001
1038089,-19.715,46.811001
1038090,-19.846001,47.012001
1038091,-19.979,47.213001
1038092,-20.112,47.414001
1038093,-20.246,47.613998
1038094,-20.382,47.813999
1038095,-20.518,48.014
1038096,-20.655001,48.214001
1038097,-20.794001,48.414001
1038098,-20.934,48.613998
1038099,-21.073999,48.813
1038100,-21.216,49.012001
1038101,-21.358999,49.210999
1038102,-21.503,49.41
1038103,-21.649,49.609001
1038104,-21.795,49.807999
1038105,-21.943001,50.006001
1038106,-22.091999,50.203999
1038107,-22.242001,50.402
1038108,-22.393999,50.599998
1038109,-22.547001,50.797001
1038110,-22.701,50.994999
1038111,-22.856001,51.192001
1038112,-23.013,51.389
1038113,-23.171,51.585999
1038114,-23.33,51.782001
1038115,-23.490999,51.979
1038116,-23.653,52.174999
1038117,-23.816999,52.370998
1038118,-23.982,52.566002
1038119,-24.149,52.762001
1038120,-24.316999,52.957001
1038121,-24.486,53.152
1038122,-24.657,53.347
1038123,-24.83,53.541
1038124,-25.004999,53.735001
1038125,-25.18,53.929001
1038126,-25.358,54.123001
1038127,-25.537001,54.316002
1038128,-25.718,54.508999
1038129,-25.900999,54.702
1038130,-26.084999,54.895
1038131,-26.271999,55.087002
1038132,-26.459999,55.278999
1038133,-26.649,55.471001
1038134,-26.841,55.661999
1038135,-27.035,55.854
1038136,-27.23,56.043999
1038137,-27.427999,56.235001
1038138,-27.627001,56.424999
1038139,-27.827999,56.615002
1038140,-28.032,56.805
1038141,-28.237,56.993999
1038142,-28.445,57.182999
1038143,-28.653999,57.370998
1038144,-28.865999,57.560001
1038145,-29.08,57.747002
1038146,-29.297001,57.935001
1038147,-29.514999,58.122002
1038148,-29.736,58.308998
1038149,-29.959,58.494999
1038150,-30.184999,58.681
1038151,-30.413,58.866001
1038152,-30.643,59.051998
1038153,-30.875999,59.236
1038154,-31.112,59.421001
1038155,-31.35,59.605
1038156,-31.591,59.787998
1038157,-31.834,59.971001
1038158,-32.080002,60.153
1038159,-32.328999,60.335999
1038160,-32.581001,60.516998
1038161,-32.834999,60.698002
1038162,-33.091999,60.879002
1038163,-33.352001,61.058998
1038164,-33.616001,61.238998
1038165,-33.882,61.417999
1038166,-34.151001,61.596001
1038167,-34.424,61.775002
1038168,-34.699001,61.952
1038169,-34.978001,62.129002
1038170,-35.259998,62.305
1038171,-35.544998,62.480999
1038172,-35.834,62.655998
1038173,-36.125999,62.831001
1038174,-36.422001,63.005001
1038175,-36.721001,63.178001
1038176,-37.023998,63.351002
1038177,-37.330002,63.522999
1038178,-37.640999,63.695
1038179,-37.955002,63.866001
1038180,-38.271999,64.036003
1038181,-38.594002,64.205002
1038182,-38.919998,64.374001
1038183,-39.249001,64.542
1038184,-39.583,64.709
1038185,-39.921001,64.875
1038186,-40.263,65.041
1038187,-40.609001,65.206001
1038188,-40.959999,65.370003
1038189,-41.314999,65.532997
1038190,-41.674,65.695
1038191,-42.037998,65.857002
1038192,-42.407001,66.017998
1038193,-42.779999,66.177002
1038194,-43.158001,66.335999
1038195,-43.541,66.494003
1038196,-43.929001,66.651001
1038197,-44.320999,66.806999
1038198,-44.719002,66.961998
1038199,-45.122002,67.115997
1038200,-45.529999,67.268997
1038201,-45.943001,67.420998
1038202,-46.361,67.571999
1038203,-46.785,67.722
1038204,-47.214001,67.870003
1038205,-47.647999,68.017998
1038206,-48.089001,68.164001
1038207,-48.534,68.308998
1038208,-48.986,68.453003
1038209,-49.443001,68.596001
1038210,-49.905998,68.737999
1038211,-50.375,68.877998
1038212,-50.849998,69.016998
1038213,-51.331001,69.153999
1038214,-51.818001,69.291
1038215,-52.311001,69.425003
1038216,-52.810001,69.558998
1038217,-53.316002,69.691002
1038218,-53.827999,69.820999
1038219,-54.346001,69.949997
1038220,-54.870998,70.078003
1038221,-55.402,70.204002
1038222,-55.938999,70.328003
1038223,-56.483002,70.450996
1038224,-57.034,70.571999
1038225,-57.591,70.691002
1038226,-58.154999,70.808998
1038227,-58.724998,70.925003
1039000,-10.567,28.582001
1039001,-10.646,28.791
1039002,-10.725,29.0
1039003,-10.804,29.208
1039004,-10.884,29.417
1039005,-10.964,29.625999
1039006,-11.044,29.834
1039007,-11.125,30.042999
1039008,-11.206,30.252001
1039009,-11.288,30.459999
1039010,-11.369,30.667999
1039011,-11.451,30.877001
1039012,-11.534,31.084999
1039013,-11.617,31.292999
1039014,-11.7,31.502001
1039015,-11.784,31.709999
1039016,-11.868,31.917999
1039017,-11.952,32.125999
1039018,-12.037,32.334
1039019,-12.122,32.542
1039020,-12.207,32.75
1039021,-12.293,32.958
1039022,-12.379,33.165001
1039023,-12.466,33.373001
1039024,-12.553,33.581001
1039025,-12.641,33.787998
1039026,-12.729,33.995998
1039027,-12.817,34.202999
1039028,-12.906,34.410999
1039029,-12.996,34.618
1039030,-13.085,34.825001
1039031,-13.175,35.033001
1039032,-13.266,35.240002
1039033,-13.357,35.446999
1039034,-13.449,35.653999
1039035,-13.541,35.861
1039036,-13.633,36.067001
1039037,-13.726,36.273998
1039038,-13.82,36.480999
1039039,-13.914,36.688
1039040,-14.009,36.894001
1039041,-14.104,37.101002
1039042,-14.199,37.306999
1039043,-14.295,37.513
1039044,-14.392,37.720001
1039045,-14.489,37.925999
1039046,-14.587,38.132
1039047,-14.685,38.338001
1039048,-14.784,38.543999
1039049,-14.883,38.75
1039050,-14.983,38.955002
1039051,-15.084,39.160999
1039052,-15.185,39.367001
1039053,-15.287,39.571999
1039054,-15.389,39.778
1039055,-15.492,39.983002
1039056,-15.596,40.188
1039057,-15.7,40.393002
1039058,-15.805,40.598
1039059,-15.91,40.803001
1039060,-16.016001,41.007999
1039061,-16.122999,41.213001
1039062,-16.231001,41.417999
1039063,-16.339001,41.622002
1039064,-16.448,41.827
1039065,-16.556999,42.030998
1039066,-16.667,42.235001
1039067,-16.778,42.438999
1039068,-16.889999,42.643002
1039069,-17.002001,42.847
1039070,-17.115999,43.050999
1039071,-17.23,43.255001
1039072,-17.344,43.458
1039073,-17.459999,43.661999
1039074,-17.576,43.865002
1039075,-17.693001,44.068001
1039076,-17.811001,44.271999
1039077,-17.93,44.474998
1039078,-18.049,44.676998
1039079,-18.169001,44.880001
1039080,-18.291,45.083
1039081,-18.413,45.285
1039082,-18.535,45.487999
1039083,-18.659,45.689999
1039084,-18.784,45.891998
1039085,-18.91,46.094002
1039086,-19.035999,46.296001
1039087,-19.164,46.497002
1039088,-19.292,46.699001
1039089,-19.421,46.900002
1039090,-19.552,47.102001
1039091,-19.683001,47.303001
1039092,-19.815001,47.504002
1039093,-19.948999,47.703999
1039094,-20.083,47.904999
1039095,-20.219,48.105
1039096,-20.355,48.306
1039097,-20.493,48.506001
1039098,-20.631001,48.706001
1039099,-20.771,48.905998
1039100,-20.912001,49.105
1039101,-21.054001,49.305
1039102,-21.197001,49.504002
1039103,-21.341999,49.702999
1039104,-21.487,49.902
1039105,-21.634001,50.101002
1039106,-21.782,50.299
1039107,-21.931,50.498001
1039108,-22.082001,50.695999
1039109,-22.233,50.894001
1039110,-22.386,51.091999
1039111,-22.541,51.289001
1039112,-22.697001,51.487
1039113,-22.854,51.683998
1039114,-23.011999,51.881001
1039115,-23.172001,52.077999
1039116,-23.333,52.273998
1039117,-23.496,52.470001
1039118,-23.66,52.667
1039119,-23.825001,52.862
1039120,-23.993,53.057999
1039121,-24.160999,53.252998
1039122,-24.330999,53.449001
1039123,-24.503,53.643002
1039124,-24.676001,53.838001
1039125,-24.851,54.033001
1039126,-25.028,54.227001
1039127,-25.205999,54.421001
1039128,-25.386,54.613998
1039129,-25.568001,54.807999
1039130,-25.750999,55.000999
1039131,-25.936001,55.193001
1039132,-26.122999,55.386002
1039133,-26.312,55.577999
1039134,-26.503,55.77
1039135,-26.695,55.962002
1039136,-26.889999,56.153
1039137,-27.086,56.344002
1039138,-27.285,56.535
1039139,-27.485001,56.724998
1039140,-27.688,56.915001
1039141,-27.892,57.105
1039142,-28.099001,57.293999
1039143,-28.306999,57.483002
1039144,-28.518,57.672001
1039145,-28.731001,57.861
1039146,-28.947001,58.049
1039147,-29.164,58.236
1039148,-29.384001,58.423
1039149,-29.607,58.610001
1039150,-29.830999,58.797001
1039151,-30.059,58.983002
1039152,-30.288,59.168999
1039153,-30.52,59.354
1039154,-30.754999,59.539001
1039155,-30.992001,59.723
1039156,-31.232,59.907001
1039157,-31.474001,60.091
1039158,-31.719999,60.273998
1039159,-31.968,60.456001
1039160,-32.217999,60.639
1039161,-32.472,60.82
1039162,-32.729,61.001999
1039163,-32.987999,61.181999
1039164,-33.25,61.362999
1039165,-33.515999,61.542
1039166,-33.785,61.722
1039167,-34.056,61.900002
1039168,-34.331001,62.077999
1039169,-34.609001,62.256001
1039170,-34.890999,62.432999
1039171,-35.174999,62.609001
1039172,-35.464001,62.785
1039173,-35.755001,62.960999
1039174,-36.049999,63.134998
1039175,-36.348999,63.308998
1039176,-36.651001,63.483002
1039177,-36.957001,63.654999
1039178,-37.266998,63.827999
1039179,-37.581001,63.999001
1039180,-37.897999,64.169998
1039181,-38.220001,64.339996
1039182,-38.544998,64.509003
1039183,-38.874001,64.678001
1039184,-39.208,64.846001
1039185,-39.544998,65.013
1039186,-39.887001,65.179001
1039187,-40.234001,65.345001
1039188,-40.584,65.509003
1039189,-40.938999,65.672997
1039190,-41.299,65.835999
1039191,-41.662998,65.999001
1039192,-42.032001,66.160004
1039193,-42.404999,66.32
1039194,-42.784,66.480003
1039195,-43.167,66.639
1039196,-43.555,66.795998
1039197,-43.948002,66.953003
1039198,-44.346001,67.109001
1039199,-44.749001,67.264
1039200,-45.158001,67.417
1039201,-45.571999,67.57
1039202,-45.991001,67.722
1039203,-46.415001,67.872002
1039204,-46.845001,68.022003
1039205,-47.280998,68.169998
1039206,-47.722,68.317001
1039207,-48.168999,68.462997
1039208,-48.622002,68.608002
1039209,-49.081001,68.750999
1039210,-49.544998,68.892998
1039211,-50.015999,69.033997
1039212,-50.493,69.174004
1039213,-50.974998,69.311996
1039214,-51.464001,69.448997
1039215,-51.959,69.584999
1039216,-52.460999,69.719002
1039217,-52.969002,69.851997
1039218,-53.483002,69.983002
1039219,-54.004002,70.112999
1039220,-54.530998,70.240997
1039221,-55.064999,70.366997
1039222,-55.605,70.491997
1039223,-56.152,70.615997
1039224,-56.706001,70.737999
1039225,-57.265999,70.858002
1039226,-57.834,70.975998
1039227,-58.408001,71.093002
1040000,-10.348,28.645
1040001,-10.426,28.854
1040002,-10.505,29.063
1040003,-10.583,29.271999
1040004,-10.662,29.481001
1040005,-10.742,29.690001
1040006,-10.821,29.899
1040007,-10.901,30.108
1040008,-10.982,30.316
1040009,-11.062,30.525
1040010,-11.143,30.733999
1040011,-11.225,30.941999
1040012,-11.306,31.150999
1040013,-11.389,31.360001
1040014,-11.471,31.568001
1040015,-11.554,31.775999
1040016,-11.637,31.985001
1040017,-11.721,32.193001
1040018,-11.804,32.401001
1040019,-11.889,32.609001
1040020,-11.974,32.818001
1040021,-12.059,33.026001
1040022,-12.144,33.234001
1040023,-12.23,33.442001
1040024,-12.316,33.650002
1040025,-12.403,33.856998
1040026,-12.49,34.064999
1040027,-12.578,34.272999
1040028,-12.666,34.480999
1040029,-12.755,34.688
1040030,-12.843,34.896
1040031,-12.933,35.103001
1040032,-13.023,35.310001
1040033,-13.113,35.518002
1040034,-13.204,35.724998
1040035,-13.295,35.931999
1040036,-13.387,36.139
1040037,-13.479,36.346001
1040038,-13.572,36.553001
1040039,-13.665,36.759998
1040040,-13.759,36.966999
1040041,-13.853,37.174
1040042,-13.947,37.381001
1040043,-14.043,37.587002
1040044,-14.139,37.793999
1040045,-14.235,38.0
1040046,-14.332,38.207001
1040047,-14.429,38.412998
1040048,-14.527,38.618999
1040049,-14.626,38.825001
1040050,-14.725,39.030998
1040051,-14.824,39.237
1040052,-14.925,39.443001
1040053,-15.026,39.648998
1040054,-15.127,39.855
1040055,-15.229,40.060001
1040056,-15.332,40.265999
1040057,-15.435,40.471001
1040058,-15.539,40.675999
1040059,-15.644,40.882
1040060,-15.749,41.087002
1040061,-15.855,41.292
1040062,-15.961,41.497002
1040063,-16.069,41.702
1040064,-16.177,41.907001
1040065,-16.285,42.111
1040066,-16.395,42.316002
1040067,-16.504999,42.52
1040068,-16.615,42.724998
1040069,-16.726999,42.929001
1040070,-16.839001,43.132999
1040071,-16.952,43.337002
1040072,-17.066,43.541
1040073,-17.181,43.744999
1040074,-17.296,43.948002
1040075,-17.412001,44.152
1040076,-17.528999,44.355
1040077,-17.646999,44.558998
1040078,-17.764999,44.762001
1040079,-17.885,44.965
1040080,-18.004999,45.167999
1040081,-18.125999,45.370998
1040082,-18.247999,45.573002
1040083,-18.371,45.776001
1040084,-18.493999,45.978001
1040085,-18.618999,46.181
1040086,-18.745001,46.382999
1040087,-18.871,46.584999
1040088,-18.999001,46.786999
1040089,-19.127001,46.987999
1040090,-19.256001,47.189999
1040091,-19.386999,47.390999
1040092,-19.518,47.592999
1040093,-19.650999,47.793999
1040094,-19.784,47.994999
1040095,-19.917999,48.195999
1040096,-20.054001,48.396
1040097,-20.190001,48.597
1040098,-20.327999,48.797001
1040099,-20.466999,48.997002
1040100,-20.607,49.196999
1040101,-20.747999,49.396999
1040102,-20.889999,49.597
1040103,-21.033001,49.797001
1040104,-21.177999,49.995998
1040105,-21.323999,50.195
1040106,-21.471001,50.394001
1040107,-21.618999,50.592999
1040108,-21.768,50.791
1040109,-21.919001,50.990002
1040110,-22.070999,51.188
1040111,-22.224001,51.386002
1040112,-22.379,51.584
1040113,-22.535,51.780998
1040114,-22.693001,51.979
1040115,-22.851,52.175999
1040116,-23.011999,52.373001
1040117,-23.173,52.57
1040118,-23.336,52.765999
1040119,-23.500999,52.962002
1040120,-23.667,53.158001
1040121,-23.834,53.354
1040122,-24.004,53.549999
1040123,-24.174,53.744999
1040124,-24.347,53.939999
1040125,-24.521,54.134998
1040126,-24.695999,54.330002
1040127,-24.872999,54.523998
1040128,-25.052,54.717999
1040129,-25.233,54.911999
1040130,-25.415001,55.105
1040131,-25.599001,55.299
1040132,-25.785,55.492001
1040133,-25.973,55.683998
1040134,-26.163,55.876999
1040135,-26.354,56.069
1040136,-26.548,56.261002
1040137,-26.743,56.452
1040138,-26.941,56.644001
1040139,-27.139999,56.834
1040140,-27.341999,57.025002
1040141,-27.545,57.215
1040142,-27.750999,57.404999
1040143,-27.958,57.595001
1040144,-28.167999,57.784
1040145,-28.379999,57.973
1040146,-28.594999,58.160999
1040147,-28.812,58.349998
1040148,-29.031,58.536999
1040149,-29.252001,58.724998
1040150,-29.476,58.911999
1040151,-29.702,59.098
1040152,-29.93,59.285
1040153,-30.162001,59.470001
1040154,-30.395,59.655998
1040155,-30.632,59.841
1040156,-30.871,60.026001
1040157,-31.112,60.209999
1040158,-31.357,60.393002
1040159,-31.604,60.577
1040160,-31.854,60.758999
1040161,-32.105999,60.942001
1040162,-32.362,61.124001
1040163,-32.620998,61.305
1040164,-32.882999,61.486
1040165,-33.146999,61.666
1040166,-33.415001,61.846001
1040167,-33.686001,62.025002
1040168,-33.959999,62.203999
1040169,-34.237999,62.382
1040170,-34.518002,62.560001
1040171,-34.803001,62.737
1040172,-35.09,62.912998
1040173,-35.381001,63.089001
1040174,-35.675999,63.264999
1040175,-35.973999,63.438999
1040176,-36.276001,63.612999
1040177,-36.581001,63.786999
1040178,-36.890999,63.959999
1040179,-37.203999,64.132004
1040180,-37.521,64.303001
1040181,-37.841999,64.473999
1040182,-38.167,64.643997
1040183,-38.495998,64.813004
1040184,-38.828999,64.982002
1040185,-39.167,65.149002
1040186,-39.507999,65.316002
1040187,-39.854,65.483002
1040188,-40.205002,65.648003
1040189,-40.560001,65.813004
1040190,-40.919998,65.976997
1040191,-41.284,66.139999
1040192,-41.653,66.302002
1040193,-42.026001,66.462997
1040194,-42.404999,66.623001
1040195,-42.787998,66.782997
1040196,-43.176998,66.941002
1040197,-43.57,67.098
1040198,-43.969002,67.254997
1040199,-44.373001,67.410004
1040200,-44.782001,67.565002
1040201,-45.196999,67.718002
1040202,-45.616001,67.871002
1040203,-46.042,68.022003
1040204,-46.473,68.171997
1040205,-46.91,68.320999
1040206,-47.352001,68.469002
1040207,-47.799999,68.615997
1040208,-48.254002,68.761002
1040209,-48.714001,68.904999
1040210,-49.18,69.047997
1040211,-49.653,69.190002
1040212,-50.131001,69.331001
1040213,-50.615002,69.470001
1040214,-51.105999,69.607002
1040215,-51.603001,69.744003
1040216,-52.106998,69.877998
1040217,-52.617001,70.012001
1040218,-53.133999,70.143997
1040219,-53.657001,70.274002
1040220,-54.187,70.403
1040221,-54.723,70.530998
1040222,-55.265999,70.655998
1040223,-55.817001,70.780998
1040224,-56.373001,70.903
1040225,-56.937,71.024002
1040226,-57.507999,71.142998
1040227,-58.085999,71.260002
1041000,-10.13,28.707001
1041001,-10.207,28.917
1041002,-10.285,29.125999
1041003,-10.363,29.334999
1041004,-10.441,29.544001
1041005,-10.519,29.754
1041006,-10.598,29.962999
1041007,-10.677,30.172001
1041008,-10.757,30.381001
1041009,-10.837,30.59
1041010,-10.917,30.798
1041011,-10.998,31.007
1041012,-11.079,31.216
1041013,-11.16,31.424999
1041014,-11.242,31.634001
1041015,-11.324,31.841999
1041016,-11.406,32.050999
1041017,-11.489,32.258999
1041018,-11.572,32.467999
1041019,-11.655,32.675999
1041020,-11.739,32.884998
1041021,-11.824,33.092999
1041022,-11.908,33.300999
1041023,-11.994,33.508999
1041024,-12.079,33.717999
1041025,-12.165,33.925999
1041026,-12.251,34.133999
1041027,-12.338,34.341999
1041028,-12.425,34.549999
1041029,-12.513,34.757
1041030,-12.601,34.965
1041031,-12.69,35.173
1041032,-12.779,35.381001
1041033,-12.868,35.588001
1041034,-12.958,35.796001
1041035,-13.049,36.002998
1041036,-13.139,36.210999
1041037,-13.231,36.417999
1041038,-13.323,36.625
1041039,-13.415,36.832001
1041040,-13.508,37.039001
1041041,-13.601,37.245998
1041042,-13.695,37.452999
1041043,-13.79,37.66
1041044,-13.885,37.867001
1041045,-13.98,38.074001
1041046,-14.076,38.279999
1041047,-14.173,38.487
1041048,-14.27,38.693001
1041049,-14.367,38.900002
1041050,-14.466,39.105999
1041051,-14.564,39.312
1041052,-14.664,39.519001
1041053,-14.764,39.724998
1041054,-14.864,39.931
1041055,-14.966,40.137001
1041056,-15.067,40.341999
1041057,-15.17,40.548
1041058,-15.273,40.754002
1041059,-15.377,40.959
1041060,-15.481,41.165001
1041061,-15.586,41.369999
1041062,-15.692,41.575001
1041063,-15.798,41.780998
1041064,-15.905,41.986
1041065,-16.013,42.191002
1041066,-16.121,42.395
