gid,geom
1133079,"MULTIPOLYGON (((11.37178248468879 48.74107630487486, 11.37839267258782 48.96103330261581, 11.71151418303142 48.95617451060451, 11.70330770373643 48.73624080617252, 11.37178248468879 48.74107630487486)))"
1133080,"MULTIPOLYGON (((11.37839267258782 48.96103330261581, 11.38506142313915 49.18098991934267, 11.71979334697777 49.17610762776845, 11.71151418303142 48.95617451060451, 11.37839267258782 48.96103330261581)))"
1133081,"MULTIPOLYGON (((11.38506142313915 49.18098991934267, 11.3917897171508 49.40094614867355, 11.72814641257155 49.39604014782984, 11.71979334697777 49.17610762776845, 11.38506142313915 49.18098991934267)))"
1133082,"MULTIPOLYGON (((11.3917897171508 49.40094614867355, 11.39857855656095 49.62090198408901, 11.73657462301787 49.61597206074226, 11.72814641257155 49.39604014782983, 11.3917897171508 49.40094614867355)))"
1133083,"MULTIPOLYGON (((11.39857855656095 49.62090198408902, 11.40542896501779 49.84085741892837, 11.74507924844989 49.8359033562417, 11.73657462301787 49.61597206074227, 11.39857855656095 49.62090198408902)))"
1133084,"MULTIPOLYGON (((11.40542896501779 49.84085741892837, 11.41234198847867 50.06081244638572, 11.75366158667166 50.05583402384045, 11.74507924844989 49.8359033562417, 11.40542896501779 49.84085741892837)))"
1133085,"MULTIPOLYGON (((11.41234198847867 50.06081244638572, 11.41931869582917 50.280767059506, 11.76232296392569 50.275764052821, 11.75366158667166 50.05583402384045, 11.41234198847867 50.06081244638572)))"
1133086,"MULTIPOLYGON (((11.41931869582917 50.280767059506, 11.42636017952288 50.50072125118073, 11.77106473568586 50.49569343222947, 11.76232296392569 50.275764052821, 11.41931869582917 50.280767059506)))"
1133087,"MULTIPOLYGON (((11.42636017952288 50.50072125118073, 11.43346755624234 50.72067501414374, 11.77988828747716 50.7156221508691, 11.77106473568586 50.49569343222947, 11.42636017952288 50.50072125118073)))"
1133088,"MULTIPOLYGON (((11.43346755624234 50.72067501414374, 11.4406419675826 50.94062834096679, 11.78879503572318 50.93555019729344, 11.77988828747716 50.7156221508691, 11.43346755624234 50.72067501414374)))"
1133089,"MULTIPOLYGON (((11.4406419675826 50.94062834096679, 11.44788458075782 51.16058122405485, 11.79778642862186 51.15547755979912, 11.78879503572318 50.93555019729344, 11.4406419675826 50.94062834096679)))"
1133090,"MULTIPOLYGON (((11.44788458075782 51.16058122405485, 11.45519658933231 51.38053365564144, 11.80686394705173 51.37540422641863, 11.79778642862186 51.15547755979912, 11.44788458075782 51.16058122405485)))"
1133091,"MULTIPOLYGON (((11.45519658933231 51.38053365564144, 11.4625792139759 51.60048562778366, 11.81602910550875 51.59533018491275, 11.80686394705173 51.37540422641863, 11.45519658933231 51.38053365564144)))"
1133092,"MULTIPOLYGON (((11.4625792139759 51.60048562778366, 11.4700337032463 51.82043713235711, 11.82528345307571 51.81525542276265, 11.81602910550875 51.59533018491275, 11.4625792139759 51.60048562778366)))"
1133093,"MULTIPOLYGON (((11.4700337032463 51.82043713235711, 11.47756133439815 52.04038816105067, 11.83462857442533 52.03517992716179, 11.82528345307571 51.81525542276265, 11.4700337032463 51.82043713235711)))"
1133094,"MULTIPOLYGON (((11.47756133439815 52.04038816105067, 11.48516341422025 52.26033870536097, 11.84406609085841 52.25510368500761, 11.83462857442533 52.03517992716179, 11.47756133439815 52.04038816105067)))"
1133095,"MULTIPOLYGON (((11.48516341422025 52.26033870536097, 11.49284127990247 52.48028875658676, 11.85359766137794 52.47502668289274, 11.84406609085841 52.25510368500761, 11.48516341422025 52.26033870536097)))"
1133096,"MULTIPOLYGON (((11.49284127990247 52.48028875658677, 11.50059629993322 52.70023830582317, 11.86322498380186 52.694948907096, 11.85359766137794 52.47502668289275, 11.49284127990247 52.48028875658677)))"
1133097,"MULTIPOLYGON (((11.50059629993322 52.70023830582317, 11.50842987502867 52.92018734395554, 11.87294979591513 52.91487034357324, 11.86322498380186 52.694948907096, 11.50059629993322 52.70023830582317)))"
1133098,"MULTIPOLYGON (((11.50842987502867 52.92018734395554, 11.51634343909556 53.14013586165315, 11.88277387666243 53.13479097794746, 11.87294979591513 52.91487034357324, 11.50842987502867 52.92018734395554)))"
1133099,"MULTIPOLYGON (((11.51634343909556 53.14013586165316, 11.52433846022818 53.3600838493629, 11.89269904738479 53.35471079549905, 11.88277387666243 53.13479097794748, 11.51634343909556 53.14013586165316)))"
1133100,"MULTIPOLYGON (((11.52433846022818 53.36008384936289, 11.53241644174178 53.58003129730233, 11.90272717310004 53.5746297811552, 11.89269904738479 53.35471079549904, 11.52433846022818 53.36008384936289)))"
1133101,"MULTIPOLYGON (((11.53241644174178 53.58003129730233, 11.54057892324375 53.79997819545284, 11.91286016383029 53.79454791947937, 11.90272717310004 53.5746297811552, 11.53241644174178 53.58003129730233)))"
1133102,"MULTIPOLYGON (((11.54057892324375 53.79997819545284, 11.54882748174346 54.01992453355241, 11.92309997597798 54.01446519466003, 11.91286016383029 53.79454791947937, 11.54057892324375 53.79997819545284)))"
1133103,"MULTIPOLYGON (((11.54882748174346 54.01992453355241, 11.55716373280363 54.2398703010881, 11.9334486137526 54.23438159049922, 11.92309997597798 54.01446519466003, 11.54882748174346 54.01992453355241)))"
1133104,"MULTIPOLYGON (((11.55716373280363 54.2398703010881, 11.56558933173411 54.45981548728828, 11.94390813065033 54.45429709040049, 11.9334486137526 54.23438159049922, 11.55716373280363 54.2398703010881)))"
1134073,"MULTIPOLYGON (((11.65553018525584 47.41662677237576, 11.66332473088427 47.63656380506644, 11.98700376829765 47.63082404175803, 11.97769399120564 47.41091389493817, 11.65553018525584 47.41662677237576)))"
1134074,"MULTIPOLYGON (((11.66332473088427 47.63656380506644, 11.67118517207988 47.85650030535078, 11.9963922252145 47.85073342904425, 11.98700376829765 47.63082404175803, 11.66332473088427 47.63656380506644)))"
1134075,"MULTIPOLYGON (((11.67118517207988 47.85650030535078, 11.67911258246445 48.07643626455306, 12.00586064347801 48.07064204442298, 11.9963922252145 47.85073342904425, 11.67118517207988 47.85650030535078)))"
1134076,"MULTIPOLYGON (((11.67911258246445 48.07643626455305, 11.68710805800526 48.29637167381698, 12.01541033127189 48.29054987526289, 12.00586064347801 48.07064204442298, 11.67911258246445 48.07643626455305)))"
1134077,"MULTIPOLYGON (((11.68710805800526 48.29637167381698, 11.6951727176094 48.51630652410082, 12.02504262414987 48.51045690866827, 12.01541033127189 48.29054987526289, 11.68710805800526 48.29637167381698)))"
1134078,"MULTIPOLYGON (((11.6951727176094 48.51630652410082, 11.70330770373643 48.73624080617252, 12.03475888576685 48.73036313147205, 12.02504262414987 48.51045690866827, 11.6951727176094 48.51630652410082)))"
1134079,"MULTIPOLYGON (((11.70330770373643 48.73624080617252, 11.71151418303142 48.95617451060451, 12.04456050863337 48.95026853022837, 12.03475888576685 48.73036313147205, 11.70330770373643 48.73624080617252)))"
1134080,"MULTIPOLYGON (((11.71151418303142 48.95617451060451, 11.71979334697777 49.17610762776845, 12.05444891489462 49.17017309120519, 12.04456050863337 48.95026853022837, 11.71151418303142 48.95617451060451)))"
1134081,"MULTIPOLYGON (((11.71979334697777 49.17610762776845, 11.72814641257155 49.39604014782984, 12.06442555713414 49.3900768003765, 12.05444891489462 49.17017309120519, 11.71979334697777 49.17610762776845)))"
1134082,"MULTIPOLYGON (((11.72814641257155 49.39604014782983, 11.73657462301787 49.61597206074226, 12.07449191920449 49.60997964341413, 12.06442555713414 49.39007680037648, 11.72814641257155 49.39604014782983)))"
1134083,"MULTIPOLYGON (((11.73657462301787 49.61597206074227, 11.74507924844989 49.8359033562417, 12.08464951708461 49.82988160567973, 12.07449191920449 49.60997964341414, 11.73657462301787 49.61597206074227)))"
1134084,"MULTIPOLYGON (((11.74507924844989 49.8359033562417, 11.75366158667166 50.05583402384045, 12.09489989976553 50.04978267221604, 12.08464951708461 49.82988160567973, 11.74507924844989 49.8359033562417)))"
1134085,"MULTIPOLYGON (((11.75366158667166 50.05583402384045, 11.76232296392569 50.275764052821, 12.10524465016567 50.26968282773808, 12.09489989976553 50.04978267221604, 11.75366158667166 50.05583402384045)))"
1134086,"MULTIPOLYGON (((11.76232296392569 50.275764052821, 11.77106473568586 50.49569343222947, 12.11568538607634 50.48958205662402, 12.10524465016567 50.26968282773808, 11.76232296392569 50.275764052821)))"
1134087,"MULTIPOLYGON (((11.77106473568586 50.49569343222947, 11.77988828747716 50.7156221508691, 12.12622376113932 50.70948034290573, 12.11568538607634 50.48958205662402, 11.77106473568586 50.49569343222947)))"
1134088,"MULTIPOLYGON (((11.77988828747716 50.7156221508691, 11.78879503572318 50.93555019729344, 12.13686146585683 50.92937767025904, 12.12622376113932 50.70948034290573, 11.77988828747716 50.7156221508691)))"
1134089,"MULTIPOLYGON (((11.78879503572318 50.93555019729344, 11.79778642862186 51.15547755979912, 12.14760022863638 51.14927402199359, 12.13686146585683 50.92937767025904, 11.78879503572318 50.93555019729344)))"
1134090,"MULTIPOLYGON (((11.79778642862186 51.15547755979912, 11.80686394705173 51.37540422641863, 12.15844181687087 51.36916938104248, 12.14760022863638 51.14927402199359, 11.79778642862186 51.15547755979912)))"
1134091,"MULTIPOLYGON (((11.80686394705173 51.37540422641863, 11.81602910550875 51.59533018491275, 12.16938803805561 51.58906372995138, 12.15844181687087 51.36916938104248, 11.80686394705173 51.37540422641863)))"
1134092,"MULTIPOLYGON (((11.81602910550875 51.59533018491275, 11.82528345307571 51.81525542276265, 12.18044074094436 51.8089570508674, 12.16938803805561 51.58906372995138, 11.81602910550875 51.59533018491275)))"
1134093,"MULTIPOLYGON (((11.82528345307571 51.81525542276265, 11.83462857442533 52.03517992716179, 12.19160181674478 52.0288493255276, 12.18044074094436 51.8089570508674, 11.82528345307571 51.81525542276265)))"
1134094,"MULTIPOLYGON (((11.83462857442533 52.03517992716179, 11.84406609085841 52.25510368500761, 12.20287320035645 52.24874053524691, 12.19160181674478 52.0288493255276, 11.83462857442533 52.03517992716179)))"
1134095,"MULTIPOLYGON (((11.84406609085841 52.25510368500761, 11.85359766137794 52.47502668289274, 12.21425687165132 52.4686306609058, 12.20287320035645 52.24874053524691, 11.84406609085841 52.25510368500761)))"
1134096,"MULTIPOLYGON (((11.85359766137794 52.47502668289275, 11.86322498380186 52.694948907096, 12.22575485680032 52.6885196829375, 12.21425687165132 52.4686306609058, 11.85359766137794 52.47502668289275)))"
1134097,"MULTIPOLYGON (((11.86322498380186 52.694948907096, 11.87294979591513 52.91487034357324, 12.23736922964657 52.90840758131473, 12.22575485680032 52.6885196829375, 11.86322498380186 52.694948907096)))"
1134098,"MULTIPOLYGON (((11.87294979591513 52.91487034357324, 11.88277387666243 53.13479097794746, 12.24910211312746 53.12829433553582, 12.23736922964657 52.90840758131473, 11.87294979591513 52.91487034357324)))"
1134099,"MULTIPOLYGON (((11.88277387666243 53.13479097794748, 11.89269904738479 53.35471079549905, 12.26095568074859 53.34817992461066, 12.24910211312746 53.12829433553582, 11.88277387666243 53.13479097794748)))"
1134100,"MULTIPOLYGON (((11.89269904738479 53.35471079549904, 11.90272717310004 53.5746297811552, 12.27293215811021 53.56806432704583, 12.26095568074859 53.34817992461065, 11.89269904738479 53.35471079549904)))"
1134101,"MULTIPOLYGON (((11.90272717310004 53.5746297811552, 11.91286016383029 53.79454791947937, 12.28503382448936 53.78794752082932, 12.27293215811021 53.56806432704583, 11.90272717310004 53.5746297811552)))"
1134102,"MULTIPOLYGON (((11.91286016383029 53.79454791947937, 11.92309997597798 54.01446519466003, 12.29726301448054 54.00782948341468, 12.28503382448936 53.78794752082932, 11.91286016383029 53.79454791947937)))"
1134103,"MULTIPOLYGON (((11.92309997597798 54.01446519466003, 11.9334486137526 54.23438159049922, 12.30962211969591 54.2277101917046, 12.29726301448054 54.00782948341468, 11.92309997597798 54.01446519466003)))"
1134104,"MULTIPOLYGON (((11.9334486137526 54.23438159049922, 11.94390813065033 54.45429709040049, 12.32211359052872 54.4475896220339, 12.30962211969591 54.2277101917046, 11.9334486137526 54.23438159049922)))"
1134105,"MULTIPOLYGON (((11.94390813065033 54.45429709040049, 11.95448063098893 54.67421167735653, 12.33473993798323 54.66746775015168, 12.32211359052872 54.4475896220339, 11.94390813065033 54.45429709040049)))"
1135073,"MULTIPOLYGON (((11.97769399120564 47.41091389493817, 11.98700376829765 47.63082404175803, 12.31060086310375 47.62406694507676, 12.29977707193065 47.40418843955297, 11.97769399120564 47.41091389493817)))"
1135074,"MULTIPOLYGON (((11.98700376829765 47.63082404175803, 11.9963922252145 47.85073342904425, 12.32151609447974 47.84394442392011, 12.31060086310375 47.62406694507676, 11.98700376829765 47.63082404175803)))"
1135075,"MULTIPOLYGON (((11.9963922252145 47.85073342904425, 12.00586064347801 48.07064204442298, 12.33252425488473 48.06382085936171, 12.32151609447974 47.84394442392011, 11.9963922252145 47.85073342904425)))"
1135076,"MULTIPOLYGON (((12.00586064347801 48.07064204442298, 12.01541033127189 48.29054987526289, 12.34362686410421 48.28369623433241, 12.33252425488473 48.06382085936171, 12.00586064347801 48.07064204442298)))"
1135077,"MULTIPOLYGON (((12.01541033127189 48.29054987526289, 12.02504262414987 48.51045690866827, 12.35482547370553 48.503570531406, 12.34362686410421 48.28369623433241, 12.01541033127189 48.29054987526289)))"
1135078,"MULTIPOLYGON (((12.02504262414987 48.51045690866827, 12.03475888576685 48.73036313147205, 12.36612166788609 48.72344373278963, 12.35482547370553 48.503570531406, 12.02504262414987 48.51045690866827)))"
1135079,"MULTIPOLYGON (((12.03475888576685 48.73036313147205, 12.04456050863337 48.95026853022837, 12.37751706434892 48.94331582031393, 12.36612166788609 48.72344373278963, 12.03475888576685 48.73036313147205)))"
1135080,"MULTIPOLYGON (((12.04456050863337 48.95026853022837, 12.05444891489462 49.17017309120519, 12.38901331520674 49.16318677542293, 12.37751706434892 48.94331582031393, 12.04456050863337 48.95026853022837)))"
1135081,"MULTIPOLYGON (((12.05444891489462 49.17017309120519, 12.06442555713414 49.3900768003765, 12.40061210791464 49.38305657916356, 12.38901331520674 49.16318677542293, 12.05444891489462 49.17017309120519)))"
1135082,"MULTIPOLYGON (((12.06442555713414 49.39007680037648, 12.07449191920449 49.60997964341413, 12.41231516623407 49.60292521217475, 12.40061210791464 49.38305657916356, 12.06442555713414 49.39007680037648)))"
1135083,"MULTIPOLYGON (((12.07449191920449 49.60997964341414, 12.08464951708461 49.82988160567973, 12.42412425122748 49.8227926546763, 12.41231516623407 49.60292521217475, 12.07449191920449 49.60997964341414)))"
1135084,"MULTIPOLYGON (((12.08464951708461 49.82988160567973, 12.09489989976553 50.04978267221604, 12.43604116228655 50.04265888645729, 12.42412425122748 49.8227926546763, 12.08464951708461 49.82988160567973)))"
1135085,"MULTIPOLYGON (((12.09489989976553 50.04978267221604, 12.10524465016567 50.26968282773808, 12.44806773819381 50.26252388686424, 12.43604116228655 50.04265888645729, 12.09489989976553 50.04978267221604)))"
1135086,"MULTIPOLYGON (((12.10524465016567 50.26968282773808, 12.11568538607634 50.48958205662402, 12.46020585822004 50.48238763478862, 12.44806773819381 50.26252388686424, 12.10524465016567 50.26968282773808)))"
1135087,"MULTIPOLYGON (((12.11568538607634 50.48958205662402, 12.12622376113932 50.70948034290573, 12.47245744325829 50.70225010865417, 12.46020585822004 50.48238763478862, 12.11568538607634 50.48958205662402)))"
1135088,"MULTIPOLYGON (((12.12622376113932 50.70948034290573, 12.13686146585683 50.92937767025904, 12.48482445699605 50.9221112864038, 12.47245744325829 50.70225010865417, 12.12622376113932 50.70948034290573)))"
1135089,"MULTIPOLYGON (((12.13686146585683 50.92937767025904, 12.14760022863638 51.14927402199359, 12.49730890712742 51.14197114548583, 12.48482445699605 50.9221112864038, 12.13686146585683 50.92937767025904)))"
1135090,"MULTIPOLYGON (((12.14760022863638 51.14927402199359, 12.15844181687087 51.36916938104248, 12.50991284660583 51.36182966283997, 12.49730890712742 51.14197114548583, 12.14760022863638 51.14927402199359)))"
1135091,"MULTIPOLYGON (((12.15844181687087 51.36916938104248, 12.16938803805561 51.58906372995138, 12.52263837494094 51.58168681488272, 12.50991284660583 51.36182966283997, 12.15844181687087 51.36916938104248)))"
1135092,"MULTIPOLYGON (((12.16938803805561 51.58906372995138, 12.18044074094436 51.8089570508674, 12.53548763953879 51.80154257749237, 12.52263837494094 51.58168681488272, 12.16938803805561 51.58906372995138)))"
1135093,"MULTIPOLYGON (((12.18044074094436 51.8089570508674, 12.19160181674478 52.0288493255276, 12.54846283708967 52.02139692599327, 12.53548763953879 51.80154257749237, 12.18044074094436 51.8089570508674)))"
1135094,"MULTIPOLYGON (((12.19160181674478 52.0288493255276, 12.20287320035645 52.24874053524691, 12.56156621500344 52.24124983513977, 12.54846283708967 52.02139692599327, 12.19160181674478 52.0288493255276)))"
1135095,"MULTIPOLYGON (((12.20287320035645 52.24874053524691, 12.21425687165132 52.4686306609058, 12.5748000728957 52.46110127909952, 12.56156621500344 52.24124983513977, 12.20287320035645 52.24874053524691)))"
1135096,"MULTIPOLYGON (((12.21425687165132 52.4686306609058, 12.22575485680032 52.6885196829375, 12.58816676412626 52.68095123143609, 12.57480007289575 52.46110127909952, 12.21425687165132 52.4686306609058)))"
1135097,"MULTIPOLYGON (((12.22575485680032 52.6885196829375, 12.23736922964657 52.90840758131473, 12.60166869739216 52.90079966509118, 12.58816676412626 52.68095123143609, 12.22575485680032 52.6885196829375)))"
1135098,"MULTIPOLYGON (((12.23736922964657 52.90840758131473, 12.24910211312746 53.12829433553582, 12.61530833837769 53.12064655236593, 12.60166869739216 52.90079966509118, 12.23736922964657 52.90840758131473)))"
1135099,"MULTIPOLYGON (((12.24910211312746 53.12829433553582, 12.26095568074859 53.34817992461066, 12.62908821146314 53.34049186490181, 12.61530833837769 53.12064655236595, 12.24910211312746 53.12829433553582)))"
1135100,"MULTIPOLYGON (((12.26095568074859 53.34817992461065, 12.27293215811021 53.56806432704583, 12.6430109014964 53.56033557366061, 12.62908821146314 53.34049186490181, 12.26095568074859 53.34817992461065)))"
1135101,"MULTIPOLYGON (((12.27293215811021 53.56806432704583, 12.28503382448936 53.78794752082932, 12.6570790556275 53.78017764890385, 12.6430109014964 53.56033557366061, 12.27293215811021 53.56806432704583)))"
1135102,"MULTIPOLYGON (((12.28503382448936 53.78794752082932, 12.29726301448054 54.00782948341468, 12.6712953852115 54.00001806017144, 12.6570790556275 53.78017764890385, 12.28503382448936 53.78794752082932)))"
1135103,"MULTIPOLYGON (((12.29726301448054 54.00782948341468, 12.30962211969591 54.2277101917046, 12.6856626677804 54.21985677625936, 12.6712953852115 54.00001806017144, 12.29726301448054 54.00782948341468)))"
1135104,"MULTIPOLYGON (((12.30962211969591 54.2277101917046, 12.32211359052872 54.4475896220339, 12.70018374908893 54.43969376519682, 12.6856626677804 54.21985677625936, 12.30962211969591 54.2277101917046)))"
1135105,"MULTIPOLYGON (((12.32211359052872 54.4475896220339, 12.33473993798323 54.66746775015168, 12.71486154523595 54.65952899422217, 12.70018374908893 54.43969376519682, 12.32211359052872 54.4475896220339)))"
1135106,"MULTIPOLYGON (((12.33473993798323 54.66746775015168, 12.34750373557214 54.8873445512032, 12.72969904486521 54.8793624297584, 12.71486154523595 54.65952899422217, 12.33473993798323 54.66746775015168)))"
1136074,"MULTIPOLYGON (((12.31060086310375 47.62406694507676, 12.32151609447974 47.84394442392011, 12.6465432875887 47.83613379123648, 12.63410272373945 47.61629300899975, 12.31060086310375 47.62406694507676)))"
1136075,"MULTIPOLYGON (((12.32151609447974 47.84394442392011, 12.33252425488473 48.06382085936171, 12.65908971973135 48.05597321804677, 12.6465432875887 47.83613379123648, 12.32151609447974 47.84394442392011)))"
1136076,"MULTIPOLYGON (((12.33252425488473 48.06382085936171, 12.34362686410421 48.28369623433241, 12.67174375084205 48.27581126726434, 12.65908971973135 48.05597321804677, 12.33252425488473 48.06382085936171)))"
1136077,"MULTIPOLYGON (((12.34362686410421 48.28369623433241, 12.35482547370553 48.503570531406, 12.68450714776702 48.49564791625933, 12.67174375084205 48.27581126726434, 12.34362686410421 48.28369623433241)))"
1136078,"MULTIPOLYGON (((12.35482547370553 48.503570531406, 12.36612166788609 48.72344373278963, 12.69738171448863 48.71548314192605, 12.68450714776702 48.49564791625933, 12.35482547370553 48.503570531406)))"
1136079,"MULTIPOLYGON (((12.36612166788609 48.72344373278963, 12.37751706434892 48.94331582031393, 12.71036929312161 48.9353169206701, 12.69738171448863 48.71548314192605, 12.36612166788609 48.72344373278963)))"
1136080,"MULTIPOLYGON (((12.37751706434892 48.94331582031393, 12.38901331520674 49.16318677542293, 12.72347176494075 49.1551492283952, 12.71036929312161 48.9353169206701, 12.37751706434892 48.94331582031393)))"
1136081,"MULTIPOLYGON (((12.38901331520674 49.16318677542293, 12.40061210791464 49.38305657916356, 12.73669105144207 49.37498004048973, 12.72347176494075 49.1551492283952, 12.38901331520674 49.16318677542293)))"
1136082,"MULTIPOLYGON (((12.40061210791464 49.38305657916356, 12.41231516623407 49.60292521217475, 12.7500291154389 49.59480933181241, 12.73669105144207 49.37498004048973, 12.40061210791464 49.38305657916356)))"
1136083,"MULTIPOLYGON (((12.41231516623407 49.60292521217475, 12.42412425122748 49.8227926546763, 12.76348796219336 49.81463707667801, 12.7500291154389 49.59480933181241, 12.41231516623407 49.60292521217475)))"
1136084,"MULTIPOLYGON (((12.42412425122748 49.8227926546763, 12.43604116228655 50.04265888645729, 12.77706964058514 50.03446324884229, 12.76348796219336 49.81463707667801, 12.42412425122748 49.8227926546763)))"
1136086,"MULTIPOLYGON (((12.44806773819381 50.26252388686424, 12.46020585822004 50.48238763478862, 12.80460991317364 50.47411076720149, 12.79077624431917 50.25428782148656, 12.44806773819381 50.26252388686424)))"
1136087,"MULTIPOLYGON (((12.46020585822004 50.48238763478862, 12.47245744325829 50.70225010865417, 12.81857283428912 50.69393205797085, 12.80460991317364 50.47411076720149, 12.46020585822004 50.48238763478862)))"
1136088,"MULTIPOLYGON (((12.47245744325829 50.70225010865417, 12.48482445699605 50.9221112864038, 12.83266724350177 50.91375166515421, 12.81857283428912 50.69393205797085, 12.47245744325829 50.70225010865417)))"
1136089,"MULTIPOLYGON (((12.48482445699605 50.9221112864038, 12.49730890712742 51.14197114548583, 12.84689542672142 51.1335695594693, 12.83266724350177 50.91375166515421, 12.48482445699605 50.9221112864038)))"
1136090,"MULTIPOLYGON (((12.49730890712742 51.14197114548583, 12.50991284660583 51.36182966283997, 12.86125972135645 51.35338571097382, 12.84689542672142 51.1335695594693, 12.49730890712742 51.14197114548583)))"
1136091,"MULTIPOLYGON (((12.50991284660583 51.36182966283997, 12.52263837494094 51.58168681488272, 12.87576251778751 51.57320008904646, 12.86125972135645 51.35338571097382, 12.50991284660583 51.36182966283997)))"
1136092,"MULTIPOLYGON (((12.52263837494094 51.58168681488272, 12.53548763953879 51.80154257749237, 12.89040626089221 51.7930126623673, 12.87576251778751 51.57320008904646, 12.52263837494094 51.58168681488272)))"
1136093,"MULTIPOLYGON (((12.53548763953879 51.80154257749237, 12.54846283708967 52.02139692599327, 12.90519345162229 52.01282339889774, 12.89040626089221 51.7930126623673, 12.53548763953879 51.80154257749237)))"
1136094,"MULTIPOLYGON (((12.54846283708967 52.02139692599327, 12.56156621500344 52.24124983513977, 12.9201266486358 52.23263226585937, 12.90519345162229 52.01282339889774, 12.54846283708967 52.02139692599327)))"
1136095,"MULTIPOLYGON (((12.56156621500344 52.24124983513977, 12.5748000728957 52.46110127909952, 12.93520846998672 52.45243922971243, 12.9201266486358 52.23263226585937, 12.56156621500344 52.24124983513977)))"
1136096,"MULTIPOLYGON (((12.57480007289575 52.46110127909952, 12.58816676412626 52.68095123143609, 12.95044159487376 52.67224425613333, 12.93520846998672 52.45243922971243, 12.57480007289575 52.46110127909952)))"
1136097,"MULTIPOLYGON (((12.58816676412626 52.68095123143609, 12.60166869739216 52.90079966509118, 12.96582876545158 52.89204730999144, 12.95044159487376 52.67224425613333, 12.58816676412626 52.68095123143609)))"
1136098,"MULTIPOLYGON (((12.60166869739216 52.90079966509118, 12.61530833837769 53.12064655236593, 12.98137278870588 53.11184835532492, 12.96582876545158 52.89204730999144, 12.60166869739216 52.90079966509118)))"
1136099,"MULTIPOLYGON (((12.61530833837769 53.12064655236595, 12.62908821146314 53.34049186490181, 12.99707653839689 53.33164735531597, 12.98137278870588 53.11184835532493, 12.61530833837769 53.12064655236595)))"
1136100,"MULTIPOLYGON (((12.62908821146314 53.34049186490181, 12.6430109014964 53.56033557366061, 13.0129429570718 53.55144427226486, 12.99707653839689 53.33164735531596, 12.62908821146314 53.34049186490181)))"
1136101,"MULTIPOLYGON (((12.6430109014964 53.56033557366061, 12.6570790556275 53.78017764890385, 13.02897505815108 53.77123906756322, 13.0129429570718 53.55144427226486, 12.6430109014964 53.56033557366061)))"
1136102,"MULTIPOLYGON (((12.6570790556275 53.78017764890385, 12.6712953852115 54.00001806017144, 13.04517592809067 53.99103170166632, 13.02897505815108 53.77123906756322, 12.6570790556275 53.78017764890385)))"
1136103,"MULTIPOLYGON (((12.6712953852115 54.00001806017144, 12.6856626677804 54.21985677625936, 13.0615487286236 54.21082213406422, 13.04517592809067 53.99103170166632, 12.6712953852115 54.00001806017144)))"
1136104,"MULTIPOLYGON (((12.6856626677804 54.21985677625936, 12.70018374908893 54.43969376519682, 13.07809669908493 54.43061032325208, 13.0615487286236 54.21082213406422, 12.6856626677804 54.21985677625936)))"
1136105,"MULTIPOLYGON (((12.70018374908893 54.43969376519682, 12.71486154523595 54.65952899422217, 13.09482315882253 54.65039622669904, 13.07809669908493 54.43061032325208, 12.70018374908893 54.43969376519682)))"
1136106,"MULTIPOLYGON (((12.71486154523595 54.65952899422217, 12.72969904486521 54.8793624297584, 13.11173150969875 54.87017980081627, 13.09482315882253 54.65039622669904, 12.71486154523595 54.65952899422217)))"
1136107,"MULTIPOLYGON (((12.72969904486521 54.8793624297584, 12.7446993114499 55.09919403738728, 13.12882523868578 55.08996100092357, 13.11173150969875 54.87017980081627, 12.72969904486521 54.8793624297584)))"
1137073,"MULTIPOLYGON (((12.62176633274495 47.3964508930514, 12.6341027237394 47.61629300899976, 12.95749608660647 47.60750280145275, 12.94364870624723 47.38770181514823, 12.62176633274495 47.3964508930514)))"
1137074,"MULTIPOLYGON (((12.6341027237394 47.61629300899976, 12.64654328758865 47.83613379123649, 12.97146034091958 47.82730210728514, 12.95749608660647 47.60750280145275, 12.6341027237394 47.61629300899976)))"
1137075,"MULTIPOLYGON (((12.64654328758865 47.83613379123648, 12.65908971973125 48.05597321804679, 12.98554337045108 48.04709970529494, 12.97146034091958 47.82730210728513, 12.64654328758865 47.83613379123648)))"
1137076,"MULTIPOLYGON (((12.65908971973125 48.05597321804678, 12.671743750842 48.27581126726434, 12.99974711595441 48.26689556756319, 12.98554337045108 48.04709970529493, 12.65908971973125 48.05597321804678)))"
1137077,"MULTIPOLYGON (((12.671743750842 48.27581126726434, 12.68450714776697 48.49564791625934, 13.01407355871901 48.48668966558741, 12.99974711595441 48.26689556756319, 12.671743750842 48.27581126726434)))"
1137078,"MULTIPOLYGON (((12.68450714776697 48.49564791625934, 12.69738171448863 48.71548314192606, 13.02852472165114 48.7064819702661, 13.01407355871901 48.48668966558741, 12.68450714776697 48.49564791625934)))"
1137079,"MULTIPOLYGON (((12.69738171448863 48.71548314192606, 12.71036929312161 48.93531692067011, 13.04310267038917 48.9262724518825, 13.02852472165114 48.7064819702661, 12.69738171448863 48.71548314192606)))"
1137080,"MULTIPOLYGON (((12.71036929312161 48.93531692067011, 12.72347176494065 49.15514922839522, 13.05780951445415 49.14606108008817, 13.04310267038917 48.9262724518825, 12.71036929312161 48.93531692067011)))"
