"Länderarbeitskreis Energiebilanzen"
"Vollständige Energiebilanz "
"Einheit: Terajoule"
" "
Land;Jahr;Bilanzzeile;Anm;Insgesamt;"Kohle (roh)";Briketts;Koks;"Andere Steinkohlen produkte";"Kohle (roh)";Briketts;"Koks, Hartbraun kohle, andere Braunkohlen produkte";"Erdöl (roh)";Rohbenzin;"Ottokraft stoffe";"Dieselkraft stoffe";"Flugturbinen kraftstoffe";"Heizöl leicht";"Heizöl schwer";Petrolkoks;"Andere Mineralöl produkte";Flüssiggas;Raffineriegas;"Kokereigas, Stadtgas";"Gichtgas, Konvertergas";"Erdgas, Erdölgas";"Grubengas, sonstige Gase";"Klärgas, Deponiegas";Wasserkraft;Windkraft;Solarenergie;"Biomasse 1)";"Sonstige erneuerbare Energien 2)";Strom;Kernenergie;Fernwärme;"Andere Energieträger";Stand
Schleswig-Holstein;2015;"Umw-Einsatz: Kernkraftwerke";;121977.183515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121977.183515;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Einsatz: Wasserkraftwerke";;280.3561308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.0041308;0;0;0;0;251.352;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;73780.548972153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;664.7946069863015;0;49208.203476;4642.685532;19264.8653571666;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Einsatz: Heizwerke";LAK2);4459.38261301805;754.708;0;0;0;0;0;0;0;0;0;0;0;173.850401810942;2.9233;0;0;0;0;0;0;2335.87426120711;0;0;0;0;0;633.30465;0;54.103;0;0;504.619;01.09.2019
Schleswig-Holstein;2015;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Einsatz: Raffinerien";;191799.284562511;0;0;0;0;0;0;0;178300.975504857;13006.995407552;0;0;0;0;0;0;491.31365010184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Einsatz: Sonstige Energieerzeuger";;370.39870714538;0;0;0;0;0;0;0;0;0;0;0;0;44.96499;0;0;0;0;0;0;0;325.43371714538;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Einsatz: Insgesamt";;453823.838836979;37175.07828;0;0;0;0;0;0;178300.975504857;13006.995407552;0;0;0;352.416321810942;997.9397;0;491.34471010184;0;753.97332;0;0;11378.5357347565;0;752.1493369863014;29.0041308;49208.203476;4642.685532;28617.8485371142;0;305.455;121977.183515;40.6;5793.45033;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);8345.027412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8345.027412;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;26231.7571632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7112.19636;0;19119.5608032;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Industriewärmekraftwerke";;2585.228868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585.228868;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Kernkraftwerke";;40252.806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40252.806;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Wasserkraftwerke";;134.7937308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134.7937308;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;62578.398852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62578.398852;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Heizwerke";LAK2);3722.338152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3722.338152;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Raffinerien";;189098.297070039;0;0;0;0;0;0;0;0;15587.779155041;24766.8289384796;54800.3835571582;11287.2397900164;21647.5410991994;27602.4441450527;0;25576.71716152;5820.65572170548;2008.70750186613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Sonstige Energieerzeuger";;2378.81456570662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2079.04796570662;0;0;0;0;0;0;0;0;0;0;299.7666;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Ausstoß: Insgesamt";;335327.461813745;0;0;0;0;0;0;0;0;15587.779155041;24766.8289384796;54800.3835571582;11287.2397900164;21647.5410991994;27602.4441450527;0;25576.71716152;5820.65572170548;4087.75546757274;0;0;0;0;0;0;0;0;0;0;121308.2178228;0;22841.8989552;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Verbrauch: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Verbrauch: Kraftwerke, Heizwerke";;4510.736064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4104.07686;0;406.659204;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;269.09491;0;0;0;0;0;0;0;0;0;0;0;0;1.13821;0;0;0;0;0;0;0;17.1879;0;0;0;0;0;0;0;250.7688;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;5132.33764;0;0;0;0;0;0;0;0;0;0;0;0;40.38328;1814.59254;0;0;0.03311;1557.70852;0;0;459.69183;0;0;0;0;0;0;0;1111.2552;0;148.67316;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Verbrauch: Sonstige Energieerzeuger";;736.819646479811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322.272243679811;0;47.091;0;0;0;0;0;367.4564028;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Umw-Verbrauch: Insgesamt";;10648.9882604798;0;0;0;0;0;0;0;0;0;0;0;0;41.52149;1814.59254;0;0;0.03311;1557.70852;0;0;799.151973679811;0;47.091;0;0;0;0;0;5833.5572628;0;555.332364;0;01.09.2019
Schleswig-Holstein;2015;"Fackel- und Leitungsverluste";;5626.01407921261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334.399220319852;0;23.391;0;0;0;0;0;2543.32985889276;0;2724.894;0;01.09.2019
Schleswig-Holstein;2015;"Energieangebot nach Umwandlungsbilanz";;280882.881366872;182.541865;0;0;0;0;281.097285;2531.070734;0;6170.01914695697;21599.8330068351;54504.7894508095;320.98967023845;22690.8417070222;3403.85581;0;250.800865455155;2759.90324563027;1776.07362757274;0;0;86466.3595436418;0;15.12208;0;0;612.28802;9780.27641079468;1269.42215134765;47791.0568;0;14211.3346244;4265.2053221678425;01.09.2019
Schleswig-Holstein;2015;"Nichtenergetischer Verbrauch";;25672.6537865297;0;0;0;0;0;0;398.164872;0;6170.01914695697;0;0;0;0;3339.98408;0;235.34696;0;1776.07362757274;0;0;13753.0651;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Statistische Differenzen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;Endenergieverbrauch;;255210.227580343;182.541865;0;0;0;0;281.097285;2132.905862;0;0;21599.8330068351;54504.7894508095;320.98967023845;22690.8417070222;63.87173;0;15.4539054551547;2759.90324563027;0;0;0;72713.2944436418;0;15.12208;0;0;612.28802;9780.27641079468;1269.42215134765;47791.0568;0;14211.3346244;4265.2053221678425;01.09.2019
Schleswig-Holstein;2015;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;42264.2885599635;116.80417;0;0;0;0;0;2132.905862;0;0;0;30.2438797452329;0;723.04996;63.87173;0;7.626;202.22332;0;0;0;18115.8852063514;0;15.12208;0;0;0.28802;2506.5407460990273;0.0216;12709.55;0;1374.9506636;4265.2053221678425;01.09.2019
Schleswig-Holstein;2015;Schienenverkehr;;1383.77984654806;0;0;0;0;0;0;0;0;0;0;643.241866521792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.6391800262687;0;705.8988;0;0;0;01.09.2019
Schleswig-Holstein;2015;Straßenverkehr;;74585.4124372022;0;0;0;0;0;0;0;0;0;21566.087714341;48685.3687723682;0;0;0;0;0;627.563275707809;0;0;0;141.775106958617;0;0;0;0;0;3564.61756782662;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;Luftverkehr;;338.676915913499;0;0;0;0;0;0;0;0;0;17.6872456750498;0;320.98967023845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Küsten- und Binnenschifffahrt";;974.454004412837;0;0;0;0;0;0;0;0;0;0;924.660183125076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.7938212877613;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2015;"Verkehr insgesamt";;77282.3232040766;0;0;0;0;0;0;0;0;0;21583.7749600161;50253.270822015;320.98967023845;0;0;0;0;627.563275707809;0;0;0;141.775106958617;0;0;0;0;0;3649.05056914065;0;705.8988;0;0;0;01.09.2019
Schleswig-Holstein;2015;Haushalte;;87603.7907845332;43.6386400851064;0;0;0;0;281.097285;0;0;0;5.40674977070774;0;0;16001.5240445086;0;0;0;1066.38453033432;0;0;0;35681.4541430696;0;0;0;0;576.943287407882;3396.67223667991;1205.93563367702;19512.8532;0;9831.881034;0;01.09.2019
Schleswig-Holstein;2015;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;48059.8250317693;22.0990549148936;0;0;0;0;0;0;0;0;10.6512970482942;4221.27474904926;0;5966.26770251355;0;0;7.82790545515473;863.732119588134;0;0;0;18774.1799872622;0;0;0;0;35.0567125921179;228.012858875101;63.4649176706295;14862.7548;0;3004.5029268;0;01.09.2019
Schleswig-Holstein;2015;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;135663.615816302;65.737695;0;0;0;0;281.097285;0;0;0;16.058046819002;4221.27474904926;0;21967.7917470222;0;0;7.82790545515473;1930.11664992246;0;0;0;54455.6341303318;0;0;0;0;612;3624.685095555011;1269.40055134765;34375.608;0;12836.3839608;0;01.09.2019
Schleswig-Holstein;2016;Gewinnung;;171671.647513043;0;0;0;0;0;0;0;55368.330655;0;0;0;0;0;0;0;0;0;0;0;0;2820.48062225609;0;835.2800469343605;26.2775376;53580.010284;5229.297504;42523.60972662039;1367.4682515361699;0;0;0;9920.892885095998;01.09.2019
Schleswig-Holstein;2016;Bezüge;;401878.068655194;32161.152526;0;0;0;0;269.24718201;1993.98033528;132380.978406205;1388.90694469809;0;1349.0977363353;0;2073.68217962274;0;0;0;0;0;0;0;104774.763618042;0;0;0;0;0;0;0;0;125486.259727;0;0;01.09.2019
Schleswig-Holstein;2016;Bestandsentnahmen;;4488.06646064597;1784.60968;0;0;0;0;0;0;0;0;0;0.0802692057393953;0;28.57714;1421.15009;0;1.03635;0;0;0;0;1223.5369038716;0;0;0;0;0;11.609917568633193;0;0;0;0;17.46611;01.09.2019
Schleswig-Holstein;2016;Energieaufkommen;;578037.782628883;33945.762206;0;0;0;0;269.24718201;1993.98033528;187749.309061205;1388.90694469809;0;1349.17800554104;0;2102.25931962274;1421.15009;0;1.03634999999849;0;0;0;0;108818.78114417;0;835.2800469343605;26.2775376;53580.010284;5229.297504;42535.21964418902;1367.4682515361699;0;125486.259727;0;9938.358995096;01.09.2019
Schleswig-Holstein;2016;Lieferungen;;153441.249260762;0;0;0;0;0;0;0;0;0;4806.2814301961;0;11058.6021997785;0;30512.4217543518;0;27234.5951355801;2236.2662299795;0;0;0;0;0;0;0;0;0;93.1541710495869;0;72088.7317278262;0;5411.196612;0;01.09.2019
Schleswig-Holstein;2016;Bestandsaufstockungen;;17.49843;0;0;0;0;0;0;8.74885;0;0;0;0;0;0;0;0;0;2.27633;0;0;0;0;0;0;0;0;0;6.45111;0;0;0;0;0.02214;01.09.2019
Schleswig-Holstein;2016;Primärenergieverbrauch;;424579.034938121;33945.762206;0;0;0;0;269.24718201;1985.23148528;187749.309061205;1388.90694469809;-4806.2814301961;1349.17800554104;-11058.6021997785;2102.25931962274;-29091.2716643518;0;-27233.5587855801;-2238.5425599795;0;0;0;108818.78114417;0;835.2800469343605;26.2775376;53580.010284;5229.297504;42435.61436313944;1367.4682515361699;-72088.7317278262;125486.259727;-5411.196612;9938.336855096;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);16306.15307;13885.99615;0;0;0;0;0;0;0;0;0;0;0;214.74418;81.87528;0;0.10663;0;0;0;0;106.80583;0;10.51;0;0;0;554.8240000000001;0;0;0;0;1451.291;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;35779.830479815;19087.81768;0;0;0;0;0;0;0;0;0;0;0;113.609;19.12532;0;0;0;0;0;0;5130.9431635855;0;70.238;0;0;0;8079.94931622946;0;0;0;0;3278.148;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Industriewärmekraftwerke";;5456.64212;33.14459;0;0;0;0;0;0;0;0;0;0;0;0;689.23015;0;0;0;764.43383;0;0;2815.99446;0;7.05523;0;0;0;553.34193;0;0;0;40.1;553.34193;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Kernkraftwerke";;125486.259727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125486.259727;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Wasserkraftwerke";;240.7403376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.2775376;0;0;0;0;214.4628;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;81443.8586571686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;665.8852869343605;0;53580.010284;4653.016704;22544.94638223432;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Heizwerke";LAK2);5844.41505841774;736.33977;0;0;0;0;0;0;0;0;0;0;0;270.61255;1.17064;0;0;0;0;0;0;3746.46509841774;0;0;0;0;0;592.1865;0;0.889;0;0;496.7515;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Raffinerien";;201245.309225811;0;0;0;0;0;0;0;187749.309061205;13006.995407552;0;0;0;0;0;0;489.004757054211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Sonstige Energieerzeuger";;1.78097129999986;0;0;0;0;0;0;0;0;0;0;0;0;1.78097129999986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Einsatz: Insgesamt";;471804.989647113;33743.29819;0;0;0;0;0;0;187749.309061205;13006.995407552;0;0;0;600.7467013;791.40139;0;489.111387054211;0;764.43383;0;0;11800.2085520032;0;753.6885169343606;26.2775376;53580.010284;4653.016704;32325.24812846372;0;215.3518;125486.259727;40.1;5779.53243;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);7061.902092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7061.902092;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;26892.8473896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7816.791816;0;19076.0555736;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Industriewärmekraftwerke";;2545.601256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2545.601256;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Kernkraftwerke";;41410.8108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41410.8108;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Wasserkraftwerke";;106.8383376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106.8383376;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;67170.5755596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67170.5755596;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Heizwerke";LAK2);4558.4457804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4558.4457804;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Raffinerien";;197932.502275643;0;0;0;0;0;0;0;0;16603.1326301526;26390.8567414608;54741.3397185947;11274.575748963;20561.9475462738;32819.4961543518;0;28307.0606042802;4945.07156070985;2289.02157085588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Sonstige Energieerzeuger";;2484.47164070194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2460.72535670194;0;0;0;0;0;0;0;0;0;0;23.7462839999981;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Ausstoß: Insgesamt";;350163.995131545;0;0;0;0;0;0;0;0;16603.1326301526;26390.8567414608;54741.3397185947;11274.575748963;20561.9475462738;32819.4961543518;0;28307.0606042802;4945.07156070985;4749.74692755782;0;0;0;0;0;0;0;0;0;0;126136.2661452;0;23634.501354;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Verbrauch: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Verbrauch: Kraftwerke, Heizwerke";;4567.955112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4062.461688;0;505.493424;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;294.08754;0;0;0;0;0;0;0;0;0;0;0;0;0.56525;0;0;0;0;0;0;0;19.40029;0;0;0;0;0;0;0;274.122;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;5182.48054;0;0;0;0;0;0;0;0;0;0;0;0;10.76716;1563.44901;0;0;0.04001;1751.07761;0;0;615.67086;0;0;0;0;0;0;0;1108.8504;0;132.62549;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Verbrauch: Sonstige Energieerzeuger";;752.372207843967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309.708042643967;0;46.939;0;0;0;0;0;395.7251652;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Umw-Verbrauch: Insgesamt";;10796.895399844;0;0;0;0;0;0;0;0;0;0;0;0;11.33241;1563.44901;0;0;0.04001;1751.07761;0;0;944.779192643967;0;46.939;0;0;0;0;0;5841.1592532;0;638.118914;0;01.09.2019
Schleswig-Holstein;2016;"Fackel- und Leitungsverluste";;5726.44917224243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275.164901668628;0;20.948;0;0;0;0;0;2709.36627057381;0;2720.97;0;01.09.2019
Schleswig-Holstein;2016;"Energieangebot nach Umwandlungsbilanz";;286414.695850466;202.464016;0;0;0;0;269.24718201;1985.23148528;0;4985.0441672986;21584.5753112647;56090.5177241357;215.973549184526;22052.1277545965;1373.37409;0;584.390431645914;2706.48899073035;2234.23548755782;0;0;95798.6284978543;0;13.70453;0;0;576.2808;10110.36623467572;1367.4682515361699;45281.6570936;0;14824.115828;4158.804425096;01.09.2019
Schleswig-Holstein;2016;"Nichtenergetischer Verbrauch";;29377.2384401364;0;0;0;0;0;0;464.61667528;0;4985.0441672986;0;0;0;0;1337.57148;0;243.01015;0;2234.23548755782;0;0;20112.76048;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Statistische Differenzen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;Endenergieverbrauch;;257037.45741033;202.464016;0;0;0;0;269.24718201;1520.61481;0;0;21584.5753112647;56090.5177241357;215.973549184526;22052.1277545965;35.80261;0;341.380281645914;2706.48899073035;0;0;0;75685.8680178543;0;13.70453;0;0;576.2808;10110.36623467572;1367.4682515361699;45281.6570936;0;14824.115828;4158.804425096;01.09.2019
Schleswig-Holstein;2016;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;41933.1947250824;150.2205;0;0;0;0;0;1520.61481;0;0;0;12.1184510463017;0;804.20434;35.80261;0;321.67999;213.17372;0;0;0;18129.8248733181;0;13.70453;0;0;0.2808;2499.0571476219798;0.0218;12555.668;0;1518.018728;4158.804425096;01.09.2019
Schleswig-Holstein;2016;Schienenverkehr;;1510.71827289596;0;0;0;0;0;0;0;0;0;0;683.882917964505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.782154931459;0;791.0532;0;0;0;01.09.2019
Schleswig-Holstein;2016;Straßenverkehr;;76280.8639187991;0;0;0;0;0;0;0;0;0;21557.9762717657;50406.1938946779;0;0;0;0;0;611.686032977092;0;0;0;122.498524547459;0;0;0;0;0;3579.30919483096;0;3.2;0;0;0;01.09.2019
Schleswig-Holstein;2016;Luftverkehr;;233.896079144734;0;0;0;0;0;0;0;0;0;17.9225299602071;0;215.973549184526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Küsten- und Binnenschifffahrt";;931.331270806542;0;0;0;0;0;0;0;0;0;0;885.024952659948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.306318146594;0;0;0;0;0;01.09.2019
Schleswig-Holstein;2016;"Verkehr insgesamt";;78956.8095416463;0;0;0;0;0;0;0;0;0;21575.8988017259;51975.1017653024;215.973549184526;0;0;0;0;611.686032977092;0;0;0;122.498524547459;0;0;0;0;0;3661.39766790901;0;794.2532;0;0;0;01.09.2019
Schleswig-Holstein;2016;Haushalte;;89507.9566194393;40.8664029588183;0;0;0;0;269.24718201;0;0;0;3.00223277929988;0;0;15459.4198973391;0;0;0;1083.44755755811;0;0;0;38916.5589263525;0;0;0;0;542.488018515222;3734.84158815667;1299.08749336956;17909.3780734;0;10249.619247;0;01.09.2019
Schleswig-Holstein;2016;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;46639.4965241619;11.3771130411817;0;0;0;0;0;0;0;0;5.67427675955188;4103.29750778703;0;5788.50351725744;0;0;19.7002916459142;798.181680195152;0;0;0;18516.9856936362;0;0;0;0;33.5119814847784;215.069830988053;68.3589581666097;14022.3578202;0;3056.477853;0;01.09.2019
Schleswig-Holstein;2016;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;136147.453143601;52.243516;0;0;0;0;269.24718201;0;0;0;8.67650953885176;4103.29750778703;0;21247.9234145965;0;0;19.7002916459142;1881.62923775326;0;0;0;57433.5446199887;0;0;0;0;576;3949.911419144723;1367.44645153617;31931.7358936;0;13306.0971;0;01.09.2019
