"Länderarbeitskreis Energiebilanzen"
"Vollständige Energiebilanz "
"Einheit: Terajoule"
" "
Land;Jahr;Bilanzzeile;Anm;Insgesamt;"Kohle (roh)";Briketts;Koks;"Andere Steinkohlen produkte";"Kohle (roh)";Briketts;"Koks, Hartbraun kohle, andere Braunkohlen produkte";"Erdöl (roh)";Rohbenzin;"Ottokraft stoffe";"Dieselkraft stoffe";"Flugturbinen kraftstoffe";"Heizöl leicht";"Heizöl schwer";Petrolkoks;"Andere Mineralöl produkte";Flüssiggas;Raffineriegas;"Kokereigas, Stadtgas";"Gichtgas, Konvertergas";"Erdgas, Erdölgas";"Grubengas, sonstige Gase";"Klärgas, Deponiegas";Wasserkraft;Windkraft;Solarenergie;"Biomasse 1)";"Sonstige erneuerbare Energien 2)";Strom;Kernenergie;Fernwärme;"Andere Energieträger";Stand
Bayern;2009;"Umw-Verbrauch: Insgesamt";;62519.252624297;0;0;0;0;0;0;0;0;0;0;0;0;1790.420442;1253.61236;3987.303897;4.72071599999846;;;0;0;2611.04403399815;0;379.153936898838;0;0;0;0;0;18669.4313184;0;2492.40942;0;
Bayern;2009;"Fackel- und Leitungsverluste";;11124.7099392885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.4285891962176;0;165.339117655477;0;0;0;0;0;6820.0260364368;0;4108.916196;0;
Bayern;2009;"Energieangebot nach Umwandlungsbilanz";;1415291.52501419;;0;2871.3083;0;1.670192;2225.940508;4440.884762;0;51611.692;141091.332075737;221830.315795803;69300.8498653377;165869.817036165;3885.33974783536;2508.855196;28130.7822466268;31650.105040847;8327.178472;0;0;283201.158496855;0;;0;0;6362.65910514349;;4063.7377014683;278145.618228;0;42774.477336;9560.96236896118;
Bayern;2009;"Nichtenergetischer Verbrauch";;111318.564439627;0;0;;0;0;0;2244.107631;0;51611.692;0;0;0;2139.700716;0;;;17690.541858;8727.478592;0;0;604.67182;0;;0;0;0;;0;0;0;0;0;
Bayern;2009;"Statistische Differenzen";;1225.706572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400.300119999997;0;0;0;0;0;0;0;0;0;0;0;0;825.406452000007;0;
Bayern;2009;Endenergieverbrauch;;1305198.66714657;;0;;0;1.670192;2225.940508;2196.7771310000003;0;0;141091.332075737;221830.315795803;69300.8498653377;163730.116320165;3885.33974783536;;;13959.563182847;0;0;0;282596.486676855;0;;0;0;6362.65910514349;;4063.7377014683;278145.618228;0;43599.883788;9560.96236896118;
Bayern;2009;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;273461.714703498;;0;;0;1.670192;40.489592;2195.4017310000004;0;0;0;184.506182101763;0;10514.9857741652;3696.26901983536;;;4002.1954;0;0;0;92458.5458805856;0;;0;0;0;;0.17169;115674.867648;0;10607.10875;9560.96236896118;
Bayern;2009;Schienenverkehr;;10549.638227324;0;0;0;0;0;0;0;0;0;0;2141.759535144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146.904692180038;0;8260.974;0;0;0;
Bayern;2009;Straßenverkehr;;366365.756451607;0;0;0;0;0;0;0;0;0;139581.21391158;202274.335279184;0;0;0;0;0;3166.920693847;0;0;0;1171.9916701385;0;0;0;0;0;20171.2948968578;0;0;0;0;0;
Bayern;2009;Luftverkehr;;69395.9965454977;0;0;0;0;0;0;0;0;0;95.14668016;0;69300.8498653377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2009;"Küsten- und Binnenschifffahrt";;278.415049864567;0;0;0;0;0;0;0;0;0;0;260.544155256988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.8708946075789;0;0;0;0;0;
Bayern;2009;"Verkehr insgesamt";;446589.806274294;0;0;0;0;0;0;0;0;0;139676.36059174;204676.638969585;69300.8498653377;0;0;0;0;3166.920693847;0;0;0;1171.9916701385;0;0;0;0;0;20336.0704836454;0;8260.974;0;0;0;
Bayern;2009;Haushalte;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2009;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2009;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;585147.146168774;224.462001;0;0;0;0;2185.450916;1.3754;0;0;1414.9714839974;16969.1706441162;0;153215.130546;189.070728;0;0;6790.447089;0;0;0;188965.949126131;0;4.1503873271085;0;0;6362.65910514349;17558.1911125907;4063.5660114683;154209.77658;0;32992.775038;0;
Bayern;2010;Gewinnung;;279221.860213627;0;0;0;0;0;0;0;1276.22964;0;0;0;0;0;0;0;0;0;0;0;0;224.970347216;0;3306.4140688001808;45110.372292;2162.243916;22917.3093682205;;5630.93781729325;0;0;0;29311.345997096578;
Bayern;2010;Bezüge;;1852792.42006184;48607.412197;0;2900.7536;0;194.51954;2178.453783;6509.1222640000005;768859.99488;0;0;-0.00000000000002637534;1267.08375805892;53486.5230692783;0;0.000000000000465661287;0;4661.19368664184;0;0;0;426334.31618906;0;0;0;0;0;20949.3916157034;0;0;516843.6554791;0;0;
Bayern;2010;Bestandsentnahmen;;3569.54039964414;115.6109;0;49.8416;0;0;0;1.794;0;0;0;6.78013500814701;0;50.6233500000001;1797.77913;119.49277;0;0;0;0;0;1426.99110526316;0;0;0;0;0;0.627409372833588;0;0;0;0;0;
Bayern;2010;Energieaufkommen;;2135583.82067511;48723.023097;0;2950.5952;0;194.51954;2178.453783;6510.916264;770136.22452;0;0;6.78013500814699;1267.08375805892;53537.1464192783;1797.77913;119.49277;0;4661.19368664184;0;0;0;427986.277641539;0;3306.4140688001808;45110.372292;2162.243916;22917.3093682205;;5630.93781729325;0;516843.6554791;0;29311.345997096578;
Bayern;2010;Lieferungen;;51449.1202604433;0;0;0;0;0;0;0;0;1751.728;7372.72470605615;3098.44553255832;0;0;11230.43414;5928.810312;;;0;0;0;0;0;0;0;0;0;0;0;7011.38390541299;0;90.972;0;
Bayern;2010;Bestandsaufstockungen;;2716.00176345494;53.0916399999999;0;5.91404;0;0;0.36544;76.04744;0;0;0;3.46021510142833;0;2510.7906;0;0;;;0;0;0;0;0;0;0;0;0;0.224128353511783;0;0;0;0;0;
Bayern;2010;Primärenergieverbrauch;;2081418.69865121;48669.931457;0;2944.68116;0;194.51954;2178.088343;6434.868824;770136.22452;-1751.728;-7372.72470605615;-3095.1256126516;1267.08375805892;51026.3558192783;-9432.65501;-5809.317542;-15003.2561544158;4633.71991664184;0;0;0;427986.277641539;0;3306.4140688001808;45110.372292;2162.243916;22917.3093682205;;5630.93781729325;-7011.38390541299;516843.6554791;-90.972;29311.345997096578;
Bayern;2010;"Umw-Einsatz: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);92272.9634419618;24270.9278;0;0;0;;0;0;0;0;0;28.396386931486;0;172.16356;;;0;;;0;0;35937.33867;0;;0;0;0;;0;0;0;0;;
Bayern;2010;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;83910.97274;14145.5114;0;0;0;;0;0;0;0;0;0;0;146.38405;;;0;;;0;0;51939.37355;0;0;0;0;0;;0;0;0;0;8941.070764999999;
Bayern;2010;"Umw-Einsatz: Industriewärmekraftwerke";;26584.0324286404;1567.08189649224;0;0;0;0;0;0;0;0;0;4.38965825595991;0;192.565044941307;183.13682167949;0;0;;;0;0;20072.3556919785;0;;0;0;0;;0;0;0;0;;
Bayern;2010;"Umw-Einsatz: Kernkraftwerke";;516843.6554791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;516843.6554791;0;0;
Bayern;2010;"Umw-Einsatz: Wasserkraftwerke";;47975.754096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45110.372292;0;0;0;0;2865.381804;0;0;0;
Bayern;2010;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;74429.0873663973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2798.6461191245608;0;2162.243916;16024.873356;53403.6752672727;39.648708;0;0;0;0;
Bayern;2010;"Umw-Einsatz: Heizwerke";LAK2);22427.3090561107;379.292199999999;0;0;0;0;0;8.165772;0;0;0;10.2427483180319;0;280.58159;0.314;0;0;0.00551000000000002;0;0;0;7162.04029;0;0;0;0;0;10925.470465792652;1045.6848;0;0;0;2615.511680000001;
Bayern;2010;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Einsatz: Raffinerien";;812906.6774183;0;0;0;0;0;0;0;770136.22452;15456.584;0;0;0;0;0;0;7997.2921245;0;0;0;0;0;0;0;0;0;0;19316.5767738;0;0;0;0;0;
Bayern;2010;"Umw-Einsatz: Sonstige Energieerzeuger";;890.16345;0;0;0;0;0;0;0;0;0;0;0;0;445.081725;0;0;0;0;0;0;0;445.081725;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Einsatz: Insgesamt";;1678240.61547651;40362.8132964922;0;0;0;0.942;0;8.165772;770136.22452;15456.584;0;43.0287935054778;0;1236.77596994131;14162.2457216795;399.686;7997.2921245;105.385314641834;1413.24208842337;0;0;115556.189926978;0;;45110.372292;2162.243916;16024.873356;;1085.333508;2865.381804;516843.6554791;0;20644.148435861018;
Bayern;2010;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);39157.764156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39157.764156;0;0;0;
Bayern;2010;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;66816.137772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24592.588632;0;42223.54914;0;
Bayern;2010;"Umw-Ausstoß: Industriewärmekraftwerke";;13371.112332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13371.112332;0;0;0;
Bayern;2010;"Umw-Ausstoß: Kernkraftwerke";;170559.82764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170559.82764;0;0;0;
Bayern;2010;"Umw-Ausstoß: Wasserkraftwerke";;47448.544824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47448.544824;0;0;0;
Bayern;2010;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;35603.767026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35603.767026;0;0;0;
Bayern;2010;"Umw-Ausstoß: Heizwerke";LAK2);11465.284248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11465.284248;0;
Bayern;2010;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Ausstoß: Raffinerien";;814260.09529181;0;0;0;0;0;0;0;0;70885.452;142594.27110401;234347.83104;58984.579317812;125290.473924;27276.6;11669.455296;51338.3120321879;37483.678204;35072.8656;0;0;0;0;0;0;0;0;19316.5767738;0;0;0;0;0;
Bayern;2010;"Umw-Ausstoß: Sonstige Energieerzeuger";;356.06538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356.06538;0;0;0;
Bayern;2010;"Umw-Ausstoß: Insgesamt";;1199038.59866981;0;0;0;0;0;0;0;0;70885.452;142594.27110401;234347.83104;58984.579317812;125290.473924;27276.6;11669.455296;51338.3120321879;37483.678204;35072.8656;0;0;0;0;0;0;0;0;19316.5767738;0;331089.66999;0;53688.833388;0;
Bayern;2010;"Umw-Verbrauch: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Umw-Verbrauch: Kraftwerke, Heizwerke";;16196.553144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14077.361376;0;2119.191768;0;
Bayern;2010;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;215.480638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;
Bayern;2010;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;44212.8450996694;0;0;0;0;0;0;0;0;0;0;0;0;1054.074252;1005.96585;4639.450176;0;1817.15099;24939.97185;0;0;;0;0;0;0;0;0;0;;0;0;0;
Bayern;2010;"Umw-Verbrauch: Sonstige Energieerzeuger";;1795.65310831894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;722.341384210526;0;363.218762108416;0;0;0;0;0;710.092962;0;0;0;
Bayern;2010;"Umw-Verbrauch: Insgesamt";;62420.5319899884;0;0;0;0;0;0;0;0;0;0;0;0;1054.074252;1005.96585;4639.450176;0;1817.15099;24939.97185;0;0;8104.99814787996;0;363.218762108416;0;0;0;0;0;18376.510194;0;2119.191768;0;
Bayern;2010;"Fackel- und Leitungsverluste";;11661.6863480935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.1227246041408;0;124.079512902391;0;0;0;0;0;6498.752326587;0;5019.731784;0;
Bayern;2010;"Energieangebot nach Umwandlungsbilanz";;1528134.46350643;8307.11816050776;0;2944.68116;0;193.57754;2178.088343;6426.703052;0;53677.14;135221.546397954;231209.676633843;60251.6630758709;174025.979521337;2675.73341832051;821.001578;28337.7637532721;40194.861816;8719.65166157663;0;0;304305.966842076;0;;0;0;6892.43601222053;;4545.6043092932505;296337.64176;0;46458.937836;8667.19756123551;
Bayern;2010;"Nichtenergetischer Verbrauch";;124646.4713023;;0;;0;0;0;2013.555558;0;53677.14;0;;0;2638.846056;0;;26924.8237332721;;9568.9218;0;0;4294.49397;0;;0;0;0;;0;0;0;0;0;
Bayern;2010;"Statistische Differenzen";;1390.67381442338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849.270138423372;0;0;0;0;0;0;0;0;0;0;0;0;541.403676000007;0;
Bayern;2010;Endenergieverbrauch;;1404878.66601856;;0;;0;193.57754;2178.088343;4413.147494;0;0;135221.546397954;;60251.6630758709;171387.133465337;2675.73341832051;;1412.94002;;0;0;0;300011.472872076;0;;0;0;6892.43601222053;;4545.6043092932505;296337.64176;0;47000.341512;8667.19756123551;
Bayern;2010;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;312384.324417186;;0;;0;193.57754;49.954778;4413.147494;0;0;0;;0;15823.8234093371;2449.16816832051;;1412.94002;;0;0;0;105321.984674352;0;;0;0;0;;0.51313;121173.750792;0;14745.57556;8667.19756123551;
Bayern;2010;Schienenverkehr;;11153.0533795548;0;0;0;0;0;0;0;0;0;0;2198.76981516913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142.037964385682;0;8812.2456;0;0;0;
Bayern;2010;Straßenverkehr;;369840.241494484;0;0;0;0;0;0;0;0;0;133737.052321096;211378.093362522;0;0;0;0;0;2293.966258;0;0;0;1209.88828947368;0;0;0;0;0;21221.2412633919;0;0;0;0;0;
Bayern;2010;Luftverkehr;;60342.5181579509;0;0;0;0;0;0;0;0;0;90.85508208;0;60251.6630758709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Küsten- und Binnenschifffahrt";;255.851177385354;0;0;0;0;0;0;0;0;0;0;240.326374050837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.524803334517;0;0;0;0;0;
Bayern;2010;"Verkehr insgesamt";;441591.664209375;0;0;0;0;0;0;0;0;0;133827.907403176;213817.189551742;60251.6630758709;0;0;0;0;2293.966258;0;0;0;1209.88828947368;0;0;0;0;0;21378.8040311121;0;8812.2456;0;0;0;
Bayern;2010;Haushalte;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2010;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;650902.677391995;244.190947;0;0;0;0;2128.133565;0;0;0;1393.63899477782;;0;155563.310056;226.56525;0;0;;0;0;0;193479.59990825;0;3.98035749824482;0;0;6892.43601222053;63351.96402509737;4545.09117929325;166351.645368;0;32254.765952;0;
Bayern;2011;Gewinnung;;298458.738771517;0;0;0;0;0;0;0;1384.481538;0;0;0;0;0;0;0;0;0;0;0;0;248.104558304;0;3355.91848;38687.723244;2842.1766;32365.949976;;6401.06308467061;0;0;0;28858.29588488904;
Bayern;2011;Bezüge;;1783032.99699479;49298.596502;0;2713.864;0;194.303298;2122.175314;7108.8109460000005;735373.798566;0;4068.24448651697;6765.64058993344;1010.61929430324;55213.8459210019;-0.00000000000046566128;0;0;0;0;0;0;411783.228490232;0;0;0;0;0;20499.2349792616;0;9508.47601473892;477372.1585928;0;0;
Bayern;2011;Bestandsentnahmen;;4369.79011578947;204.34763;0;3.26555000000005;0;0;0.66346;0.538200000000001;0;0;0;0;0;2763.18615;185.85969;238.23845;3.4565;0;0;0;0;887.596715789473;0;0;0;0;0;0;0;0;0;0;82.63777;
Bayern;2011;Energieaufkommen;;2085861.52588209;49502.944132;0;2717.12955;0;194.303298;2122.838774;7109.3491460000005;736758.280104;0;4068.24448651697;6765.64058993344;1010.61929430324;57977.0320710019;185.859689999999;238.23845;3.4565;0;0;0;0;412918.929764326;0;3355.91848;38687.723244;2842.1766;32365.949976;;6401.06308467061;9508.47601473892;477372.1585928;0;28940.933654889035;
Bayern;2011;Lieferungen;;43042.4289273677;0;0;0;0;0;0;0;0;25101.5893333333;0;0;0;0;9639.72892403318;5342.714498;2164.2207285112;709.111043490002;0;0;0;0;0;0;0;0;0;0;0;0;0;85.0644;0;
Bayern;2011;Bestandsaufstockungen;;5226.45994065275;0;0;0;0;0;0;1.36634999999999;0;0;0;21.5361959517281;0;188.20631;4690.53991;0;5.416;277.43118;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;
Bayern;2011;Primärenergieverbrauch;;2037592.63701407;49502.944132;0;2717.12955;0;194.303298;2122.838774;7107.982796;736758.280104;-25101.5893333333;4068.24448651697;6744.10439398171;1010.61929430324;57788.8257610019;-14144.4091440332;-5104.476048;-2166.1802285112;-986.542223490002;0;0;0;412918.929764326;0;3355.91848;38687.723244;2842.1766;32365.949976;204771.93139584592;6401.06308467061;9508.47601473892;477372.1585928;-85.0644;28940.933654889035;
Bayern;2011;"Umw-Einsatz: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);84733.1038600689;22581.4218;0;0;0;0;0;0;0;0;0;14.1259048470431;0;;;0;0;;0;0;0;41544.78263;0;;0;0;0;;0;0;0;0;7471.86107;
Bayern;2011;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;81924.6568823004;14839.19496;0;0;0;0;0;0;0;0;0;;0;;;0;0;0;;0;0;47129.23921;0;0;0;0;0;;0;0;0;0;9280.51917;
Bayern;2011;"Umw-Einsatz: Industriewärmekraftwerke";;24754.3216341278;1687.57981263722;0;0;0;0;0;0;0;0;0;2.72512962603215;0;;;0;0;0;;0;0;19370.0549789735;0;0;0;0;0;;0;0;0;;;
Bayern;2011;"Umw-Einsatz: Kernkraftwerke";;477372.1585928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477372.1585928;0;0;
Bayern;2011;"Umw-Einsatz: Wasserkraftwerke";;40583.10636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38687.723244;0;0;0;0;1895.383116;0;0;0;
Bayern;2011;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;87151.1094315617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2923.22988;0;2842.1766;25561.949976;55796.447731561595;27.305244;0;0;0;0;
Bayern;2011;"Umw-Einsatz: Heizwerke";LAK2);34468.9043268821;712.283349999998;0;0;0;0;0;8.0431;0;0;0;;0;280.60453;238.77413;0;0;;0;0;0;7415.66380999999;0;;0;0;0;21099.898089166414;1223.4492;0;0;;;
Bayern;2011;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Einsatz: Raffinerien";;757809.842616;0;0;0;0;0;0;0;736758.280104;0;0;0;0;0;0;0;5658.165312;0;0;0;0;0;0;0;0;0;0;15393.3972;0;0;0;0;0;
Bayern;2011;"Umw-Einsatz: Sonstige Energieerzeuger";;1242.271315;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;542.420595;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Einsatz: Insgesamt";;1590039.47501874;39820.4799226372;0;0;0;0;0;8.0431;736758.280104;0;0;25.7572773459438;0;1275.33602213516;6448.01662396682;0;5658.165312;228.050865;1258.36231603625;0;0;116002.161223974;0;2927.23648;38687.723244;2842.1766;25561.949976;;1250.754444;1895.383116;477372.1585928;57;20523.16465624605;
Bayern;2011;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);40054.42188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40054.42188;0;0;0;
Bayern;2011;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;61108.014924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21996.235044;0;39111.77988;0;
Bayern;2011;"Umw-Ausstoß: Industriewärmekraftwerke";;13089.907404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13089.907404;0;0;0;
Bayern;2011;"Umw-Ausstoß: Kernkraftwerke";;157534.12512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157534.12512;0;0;0;
Bayern;2011;"Umw-Ausstoß: Wasserkraftwerke";;40309.734816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40309.734816;0;0;0;
Bayern;2011;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;47712.982914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47712.982914;0;0;0;
Bayern;2011;"Umw-Ausstoß: Heizwerke";LAK2);10524.946968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10524.946968;0;
Bayern;2011;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Ausstoß: Raffinerien";;762577.491933034;0;0;0;0;0;0;0;0;75303.316;132720.562227544;232314.26707176;59120.4736144843;101043.52027873;23089.436016;13281.346684;41631.5985695156;39300.120965;29379.453306;0;0;0;0;0;0;0;0;15393.3972;0;0;0;0;0;
Bayern;2011;"Umw-Ausstoß: Sonstige Energieerzeuger";;433.936476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433.936476;0;0;0;
Bayern;2011;"Umw-Ausstoß: Insgesamt";;1133345.56243503;0;0;0;0;0;0;0;0;75303.316;132720.562227544;232314.26707176;59120.4736144843;101043.52027873;23089.436016;13281.346684;41631.5985695156;39300.120965;29379.453306;0;0;0;0;0;0;0;0;15393.3972;0;321131.343654;0;49636.726848;0;
Bayern;2011;"Umw-Verbrauch: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bayern;2011;"Umw-Verbrauch: Kraftwerke, Heizwerke";;15366.678444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14078.413044;0;1288.2654;0;
Bayern;2011;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;316.706794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;
Bayern;2011;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;47118.3254487277;0;0;0;0;0;0;0;0;0;0;3.06540359522021;0;715.15908773;742.53132;6881.126644;0;873.335;28121.0909899637;0;0;;0;0;0;0;0;0;0;;0;0;0;
